//0
//File updated on 09/11/2018 21:52
//WMO ID: 5904397
//Univ. of Washington ID: 9125
//MBARI ID: 9125SOOCN
//No missing float profiles
//Missing Float position interpolated for station(s): 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 
//Latitude quality flag = 4 for interpolated float positions
//Missing Float data detected for raw data station(s): 87 
//
//SPECIAL NOTICE:
//pH data for this float is bad beyond cycle 36.
//
//FLOAT VARIABLES:
//Variable	Sensor	Serial number	Comment
//Pressure[dbar]	Sbe41cp	5387	
//Temperature[°C]	Sbe41cp	5387	
//Salinity[pss]	Sbe41cp	5387	
//Sigma_theta[kg/m^3]			Potential density at the sea surface
//Depth[m]			Depth calculated from pressure and latitude
//Oxygen[µmol/kg]	Aanderaa 4330	1463	
//OxygenSat[%]			Calculation assumes atmospheric pressure= 1013.25 mbar
//Nitrate[µmol/kg]	ISUS	Lamp#L1.C01.6702 Spec#065 APEX Equitech probe 20130905RR10.04 MBARI ARGO float#0105	
//Chl_a[mg/m^3]	FLBBAP2	3309	
//b_bp700[1/m]	FLBBAP2	3309	
//pHinsitu[Total]	Durafet	0050	
//
//Missing data value = -1e10
//Data quality flags: 0=Good, 4=Questionable, 8=Bad, 1=Missing or not inspected 
//Note: all timestamps are in GMT. 
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[pss]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	b_bp700[1/m]	QF	pHinsitu[Total]	QF
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1598.96	0	-0.0459	0	34.6610	0	27.839	0	1577.708	0	188.18	4	53.9	4	32.81	4	0.0288	4	0.000184	4	7.7375	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1498.81	0	-0.0125	0	34.6624	0	27.838	0	1479.239	0	185.42	4	53.1	4	33.04	4	0.0216	4	0.000184	4	7.7364	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1398.71	0	0.0237	0	34.6639	0	27.837	0	1380.773	0	183.37	4	52.6	4	33.01	4	0.0144	4	0.000162	4	7.7390	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1299.20	0	0.0604	0	34.6656	0	27.836	0	1282.842	0	181.44	4	52.1	4	33.19	4	0.0144	4	0.000195	4	7.7397	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1198.81	0	0.0943	0	34.6672	0	27.836	0	1183.998	0	179.56	4	51.6	4	33.17	4	0.0216	4	0.000206	4	7.7431	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	1099.68	0	0.1263	0	34.6686	0	27.835	0	1086.349	0	177.81	4	51.1	4	33.23	4	0.0144	4	0.000184	4	7.7447	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	999.61	0	0.1598	0	34.6704	0	27.834	0	987.728	0	175.97	4	50.7	4	33.20	4	0.0144	4	0.000206	4	7.7460	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	951.60	0	0.1800	0	34.6716	0	27.834	0	940.396	0	174.85	4	50.4	4	33.30	4	0.0144	4	0.000195	4	7.7285	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	901.46	0	0.2003	0	34.6727	0	27.833	0	890.953	0	173.84	4	50.1	4	33.33	4	0.0144	4	0.000283	4	7.7296	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	851.13	0	0.2229	0	34.6736	0	27.833	0	841.311	0	172.51	4	49.7	4	33.37	4	0.0216	4	0.000217	4	7.7312	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	801.45	0	0.2467	0	34.6741	0	27.832	0	792.298	0	171.28	4	49.4	4	33.46	4	0.0216	4	0.000217	4	7.7317	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	750.39	0	0.2720	0	34.6757	0	27.831	0	741.912	0	169.79	4	49.0	4	33.33	4	0.0216	4	0.000184	4	7.7316	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	701.61	0	0.2980	0	34.6769	0	27.831	0	693.764	0	168.42	4	48.7	4	33.49	4	0.0360	4	0.000239	4	7.7322	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	651.31	0	0.3253	0	34.6780	0	27.830	0	644.104	0	167.41	4	48.4	4	33.49	4	0.0216	4	0.000261	4	7.7332	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	601.20	0	0.3486	0	34.6791	0	27.829	0	594.620	0	166.17	4	48.1	4	33.59	4	0.0288	4	0.000250	4	7.7326	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	551.30	0	0.3727	0	34.6796	0	27.828	0	545.332	0	164.74	4	47.7	4	33.55	4	0.0360	4	0.000228	4	7.7326	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	501.72	0	0.3930	0	34.6803	0	27.828	0	496.348	0	164.12	4	47.5	4	33.71	4	0.0144	4	0.000217	4	7.7332	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	450.84	0	0.4235	0	34.6809	0	27.826	0	446.067	0	162.73	4	47.2	4	33.70	4	0.0288	4	0.000228	4	7.7320	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	401.42	0	0.4489	0	34.6812	0	27.825	0	397.217	0	161.80	4	46.9	4	33.50	4	0.0216	4	0.000228	4	7.7345	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	381.49	0	0.4553	0	34.6809	0	27.824	0	377.514	0	162.10	4	47.0	4	33.65	4	0.0576	4	0.000632	4	7.7350	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	361.24	0	0.4630	0	34.6809	0	27.824	0	357.493	0	161.76	4	46.9	4	33.61	4	0.0288	4	0.000338	4	7.7338	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	351.42	0	0.4716	0	34.6811	0	27.823	0	347.783	0	161.47	4	46.9	4	33.58	4	0.0144	4	0.000261	4	7.7345	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	341.69	0	0.4761	0	34.6811	0	27.823	0	338.161	0	161.42	4	46.9	4	33.66	4	0.0216	4	0.000316	4	7.7332	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	331.00	0	0.4823	0	34.6813	0	27.823	0	327.590	0	161.19	4	46.8	4	33.66	4	0.0216	4	0.000272	4	7.7330	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	321.41	0	0.4930	0	34.6810	0	27.822	0	318.106	0	160.98	4	46.7	4	33.64	4	0.0360	4	0.000272	4	7.7330	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	311.47	0	0.4959	0	34.6812	0	27.822	0	308.276	0	160.95	4	46.7	4	33.80	4	0.0360	4	0.000283	4	7.7330	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	301.68	0	0.5022	0	34.6813	0	27.821	0	298.593	0	160.83	4	46.7	4	33.52	4	0.0360	4	0.000305	4	7.7350	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	291.52	0	0.5071	0	34.6808	0	27.821	0	288.544	0	161.17	4	46.8	4	33.53	4	0.0288	4	0.000305	4	7.7348	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	279.95	0	0.5145	0	34.6808	0	27.820	0	277.100	0	160.51	4	46.6	4	33.62	4	0.0360	4	0.000392	4	7.7313	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	270.64	0	0.5187	0	34.6808	0	27.820	0	267.891	0	160.13	4	46.5	4	33.63	4	0.0360	4	0.000392	4	7.7325	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	260.67	0	0.5273	0	34.6806	0	27.819	0	258.029	0	159.97	4	46.5	4	33.57	4	0.0288	4	0.000371	4	7.7316	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	251.60	0	0.5374	0	34.6801	0	27.818	0	249.056	0	159.83	4	46.5	4	33.68	4	0.0288	4	0.000392	4	7.7330	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	240.71	0	0.5448	0	34.6803	0	27.818	0	238.282	0	159.84	4	46.5	4	33.58	4	0.0360	4	0.000403	4	7.7340	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	230.93	0	0.5514	0	34.6800	0	27.817	0	228.606	0	159.86	4	46.5	4	33.65	4	0.0360	4	0.000425	4	7.7328	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	221.16	0	0.5582	0	34.6795	0	27.816	0	218.940	0	159.75	4	46.5	4	33.65	4	0.0288	4	0.000534	4	7.7344	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	210.86	0	0.5667	0	34.6788	0	27.815	0	208.748	0	159.62	4	46.4	4	33.62	4	0.0432	4	0.000403	4	7.7341	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	200.79	0	0.5735	0	34.6782	0	27.814	0	198.784	0	159.59	4	46.4	4	33.68	4	0.0504	4	0.000382	4	7.7334	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	191.66	0	0.5771	0	34.6767	0	27.813	0	189.750	0	159.55	4	46.4	4	33.54	4	0.0432	4	0.000349	4	7.7341	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	181.01	0	0.5744	0	34.6737	0	27.811	0	179.210	0	159.77	4	46.5	4	33.49	4	0.0432	4	0.000305	4	7.7337	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	171.25	0	0.5594	0	34.6693	0	27.808	0	169.551	0	160.32	4	46.6	4	33.37	4	0.0360	4	0.000360	4	7.7349	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	161.27	0	0.5268	0	34.6626	0	27.805	0	159.674	0	161.49	4	46.9	4	33.38	4	0.0504	4	0.000349	4	7.7381	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	151.64	0	0.4712	0	34.6507	0	27.798	0	150.143	0	163.51	4	47.4	4	33.21	4	0.0576	4	0.000589	4	7.7407	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	141.43	0	0.3324	0	34.6230	0	27.784	0	140.037	0	167.80	4	48.5	4	32.82	4	0.0720	4	0.000316	4	7.7484	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	131.05	0	0.0838	0	34.5752	0	27.759	0	129.763	0	177.59	4	51.0	4	32.52	4	0.1152	4	0.000392	4	7.7609	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	121.25	0	-0.3656	0	34.4871	0	27.711	0	120.062	0	194.14	4	55.1	4	30.90	4	0.1296	4	0.000380	4	7.7893	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	111.69	0	-1.2655	0	34.3242	0	27.615	0	110.598	0	238.86	4	66.1	4	29.32	4	0.2088	4	0.000324	4	7.8319	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	101.70	0	-1.6621	0	34.2362	0	27.556	0	100.708	0	261.84	4	71.6	4	27.88	4	0.2376	4	0.000639	4	7.8552	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	96.49	0	-1.6618	0	34.2230	0	27.546	0	95.550	0	265.60	4	72.6	4	27.73	4	0.3384	4	0.000563	4	7.8584	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	91.52	0	-1.7224	0	34.2025	0	27.531	0	90.630	0	269.17	4	73.5	4	27.59	4	0.3528	4	0.000705	4	7.8639	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	86.65	0	-1.7483	0	34.1909	0	27.522	0	85.808	0	272.80	4	74.4	4	27.45	4	0.4608	4	0.000519	4	7.8649	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	80.86	0	-1.7711	0	34.1789	0	27.513	0	80.075	0	275.45	4	75.1	4	27.28	4	0.8784	4	0.001469	4	7.8676	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	76.62	0	-1.7713	0	34.1728	0	27.508	0	75.877	0	276.89	4	75.4	4	27.13	4	0.6120	4	0.000792	4	7.8692	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	71.35	0	-1.7715	0	34.1645	0	27.501	0	70.659	0	277.72	4	75.7	4	27.40	4	0.7416	4	0.001043	4	7.8705	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	66.77	0	-1.7590	0	34.1520	0	27.490	0	66.124	0	278.05	4	75.8	4	27.13	4	1.2744	4	0.001338	4	7.8715	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	61.55	0	-1.7486	0	34.1390	0	27.480	0	60.956	0	278.67	4	76.0	4	27.08	4	1.1736	4	0.001458	4	7.8743	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	56.64	0	-1.7185	0	34.1176	0	27.461	0	56.094	0	279.48	4	76.2	4	26.98	4	1.5840	4	0.001262	4	7.8824	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	51.61	0	-1.5383	0	34.0372	0	27.391	0	51.113	0	285.58	4	78.2	4	25.96	4	3.1608	4	0.001645	4	7.8978	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	46.70	0	-0.9547	0	33.8643	0	27.231	0	46.251	0	288.37	4	80.1	4	23.97	4	3.0816	4	0.002629	4	7.9196	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	41.81	0	-0.6307	0	33.7888	0	27.157	0	41.408	0	295.50	4	82.8	4	23.15	4	4.5504	4	0.003951	4	7.9333	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	36.81	0	-0.2526	0	33.7121	0	27.079	0	36.457	0	298.44	4	84.4	4	21.88	4	5.6736	4	0.005011	4	7.9535	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	31.34	0	0.2394	0	33.6096	0	26.972	0	31.040	0	299.86	4	85.8	4	20.84	4	6.1272	4	0.006792	4	7.9494	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	26.17	0	0.2532	0	33.6114	0	26.972	0	25.920	0	302.97	4	86.7	4	20.62	4	6.1992	4	0.005952	4	7.9512	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	21.63	0	0.3660	0	33.5982	0	26.956	0	21.423	0	302.60	4	86.9	4	20.57	4	6.1128	4	0.006400	4	7.9476	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	16.31	0	0.3698	0	33.5986	0	26.956	0	16.154	0	303.13	4	87.0	4	20.60	4	5.6880	4	0.005406	4	7.9445	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	11.48	0	0.3736	0	33.5988	0	26.956	0	11.371	0	303.36	4	87.1	4	20.51	4	5.6736	4	0.006487	4	7.9410	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0	7.77	0	0.3745	0	33.5988	0	26.956	0	7.696	0	303.60	4	87.2	4	20.47	4	5.3208	4	0.006061	4	7.9376	4
5904397	1	C	01/22/2015	05:14	359.971	-61.022	0																						
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1598.94	0	-0.0484	0	34.6614	0	27.840	0	1577.690	0	186.07	4	53.3	4	31.32	4	0.0144	4	0.000173	4	7.6303	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1498.67	0	-0.0156	0	34.6625	0	27.838	0	1479.102	0	184.33	4	52.8	4	31.49	4	0.0144	4	0.000184	4	7.6326	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1399.66	0	0.0208	0	34.6640	0	27.837	0	1381.709	0	182.36	4	52.3	4	31.40	4	0.0144	4	0.000184	4	7.6330	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1298.89	0	0.0537	0	34.6661	0	27.837	0	1282.538	0	180.60	4	51.8	4	31.59	4	0.0216	4	0.000217	4	7.6361	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1199.46	0	0.0923	0	34.6675	0	27.836	0	1184.639	0	178.56	4	51.3	4	31.57	4	0.0216	4	0.000195	4	7.6355	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	1099.47	0	0.1345	0	34.6687	0	27.834	0	1086.143	0	176.35	4	50.7	4	31.69	4	0.0216	4	0.000195	4	7.6387	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	999.28	0	0.1776	0	34.6718	0	27.834	0	987.403	0	174.05	4	50.1	4	31.86	4	0.0144	4	0.000282	4	7.6385	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	951.22	0	0.1970	0	34.6724	0	27.833	0	940.022	0	172.91	4	49.8	4	31.76	4	0.0216	4	0.000195	4	7.6338	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	901.67	0	0.2170	0	34.6734	0	27.833	0	891.161	0	171.92	4	49.6	4	31.83	4	0.0288	4	0.000206	4	7.6334	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	851.48	0	0.2382	0	34.6745	0	27.833	0	841.657	0	170.59	4	49.2	4	31.93	4	0.0216	4	0.000206	4	7.6330	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	800.63	0	0.2614	0	34.6754	0	27.832	0	791.490	0	169.37	4	48.9	4	32.00	4	0.0216	4	0.000217	4	7.6310	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	750.76	0	0.2853	0	34.6765	0	27.831	0	742.277	0	167.92	4	48.5	4	32.00	4	0.0288	4	0.000239	4	7.6314	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	701.25	0	0.3070	0	34.6774	0	27.831	0	693.409	0	166.81	4	48.2	4	32.06	4	0.0288	4	0.000239	4	7.6312	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	651.08	0	0.3285	0	34.6781	0	27.830	0	643.878	0	165.69	4	47.9	4	32.24	4	0.0360	4	0.001113	4	7.6309	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	601.45	0	0.3486	0	34.6789	0	27.829	0	594.867	0	164.50	4	47.6	4	32.05	4	0.0288	4	0.000239	4	7.6296	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	551.55	0	0.3698	0	34.6798	0	27.829	0	545.579	0	163.88	4	47.4	4	32.18	4	0.0144	4	0.000239	4	7.6287	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	501.28	0	0.3948	0	34.6807	0	27.828	0	495.913	0	162.31	4	47.0	4	32.24	4	0.0144	4	0.000283	4	7.6281	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	451.49	0	0.4206	0	34.6812	0	27.827	0	446.710	0	161.47	4	46.8	4	32.33	4	0.0432	4	0.000261	4	7.6269	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	401.31	0	0.4490	0	34.6807	0	27.824	0	397.109	0	160.39	4	46.5	4	32.30	4	0.0576	4	0.000250	4	7.6254	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	381.18	0	0.4618	0	34.6816	0	27.824	0	377.208	0	159.80	4	46.4	4	32.44	4	0.0360	4	0.000294	4	7.6255	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	360.91	0	0.4740	0	34.6814	0	27.823	0	357.167	0	159.57	4	46.3	4	32.37	4	0.0288	4	0.000283	4	7.6242	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	351.20	0	0.4796	0	34.6810	0	27.823	0	347.565	0	159.42	4	46.3	4	32.51	4	0.0360	4	0.000338	4	7.6251	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	341.72	0	0.4851	0	34.6811	0	27.822	0	338.191	0	159.39	4	46.3	4	32.35	4	0.0432	4	0.000567	4	7.6265	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	329.34	0	0.4907	0	34.6812	0	27.822	0	325.949	0	159.65	4	46.4	4	32.28	4	0.0360	4	0.000305	4	7.6263	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	321.21	0	0.4951	0	34.6811	0	27.822	0	317.909	0	159.70	4	46.4	4	32.25	4	0.0288	4	0.000381	4	7.6281	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	310.84	0	0.4885	0	34.6796	0	27.821	0	307.653	0	160.45	4	46.6	4	32.28	4	0.0432	4	0.000360	4	7.6301	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	301.58	0	0.5017	0	34.6800	0	27.820	0	298.495	0	160.62	4	46.7	4	32.40	4	0.0360	4	0.000338	4	7.6289	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	291.52	0	0.5097	0	34.6806	0	27.820	0	288.545	0	159.91	4	46.5	4	32.32	4	0.0360	4	0.000392	4	7.6259	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	281.50	0	0.5197	0	34.6808	0	27.820	0	278.634	0	159.12	4	46.2	4	32.37	4	0.0288	4	0.000512	4	7.6267	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	271.33	0	0.5260	0	34.6808	0	27.820	0	268.574	0	159.08	4	46.2	4	32.29	4	0.0360	4	0.000469	4	7.6273	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	261.62	0	0.5317	0	34.6809	0	27.819	0	258.968	0	159.12	4	46.3	4	32.30	4	0.0576	4	0.000436	4	7.6275	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	250.91	0	0.5417	0	34.6805	0	27.818	0	248.373	0	159.00	4	46.2	4	32.26	4	0.0792	4	0.000654	4	7.6268	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	241.25	0	0.5515	0	34.6804	0	27.818	0	238.817	0	158.88	4	46.2	4	32.27	4	0.0432	4	0.000764	4	7.6289	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	230.96	0	0.5591	0	34.6801	0	27.817	0	228.636	0	159.12	4	46.3	4	32.30	4	0.0432	4	0.000545	4	7.6280	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	220.95	0	0.5529	0	34.6788	0	27.816	0	218.732	0	159.55	4	46.4	4	32.16	4	0.0360	4	0.000447	4	7.6298	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	211.02	0	0.5438	0	34.6762	0	27.815	0	208.907	0	160.54	4	46.7	4	32.10	4	0.0432	4	0.000436	4	7.6332	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	201.59	0	0.5527	0	34.6751	0	27.813	0	199.576	0	161.02	4	46.8	4	31.96	4	0.0576	4	0.000425	4	7.6345	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	191.66	0	0.5604	0	34.6741	0	27.812	0	189.750	0	161.43	4	47.0	4	32.10	4	0.0504	4	0.000382	4	7.6347	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	181.05	0	0.5757	0	34.6719	0	27.809	0	179.250	0	161.70	4	47.1	4	31.94	4	0.0648	4	0.000753	4	7.6345	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	171.74	0	0.5742	0	34.6685	0	27.806	0	170.036	0	161.86	4	47.1	4	31.99	4	0.0504	4	0.000371	4	7.6336	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	159.18	0	0.5399	0	34.6575	0	27.800	0	157.606	0	162.51	4	47.2	4	32.11	4	0.0792	4	0.000436	4	7.6320	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	149.59	0	0.4559	0	34.6423	0	27.792	0	148.114	0	164.50	4	47.7	4	31.92	4	0.0648	4	0.000556	4	7.6347	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	141.49	0	0.3726	0	34.6275	0	27.785	0	140.097	0	166.69	4	48.2	4	31.55	4	0.0936	4	0.002543	4	7.6398	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	131.03	0	0.2050	0	34.5996	0	27.772	0	129.743	0	172.75	4	49.8	4	31.19	4	0.0864	4	0.000381	4	7.6490	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	121.65	0	-0.1807	0	34.5276	0	27.734	0	120.458	0	185.06	4	52.7	4	30.47	4	0.1152	4	0.000500	4	7.6684	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	111.20	0	-0.7783	0	34.4166	0	27.672	0	110.113	0	207.87	4	58.3	4	28.94	4	0.1368	4	0.000587	4	7.7024	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	101.42	0	-1.2640	0	34.3155	0	27.608	0	100.431	0	235.59	4	65.1	4	27.50	4	0.1944	4	0.000433	4	7.7312	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	96.36	0	-1.5544	0	34.2474	0	27.562	0	95.422	0	250.23	4	68.6	4	26.92	4	0.3312	4	0.000498	4	7.7394	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	91.75	0	-1.6383	0	34.2239	0	27.546	0	90.857	0	259.30	4	70.9	4	26.70	4	0.2808	4	0.000498	4	7.7467	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	86.51	0	-1.7138	0	34.1957	0	27.525	0	85.669	0	265.39	4	72.4	4	26.36	4	0.3672	4	0.000760	4	7.7544	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	81.82	0	-1.7414	0	34.1739	0	27.508	0	81.026	0	269.91	4	73.6	4	26.03	4	0.5256	4	0.001480	4	7.7579	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	75.13	0	-1.7286	0	34.1443	0	27.483	0	74.402	0	274.08	4	74.8	4	25.74	4	0.7488	4	0.000825	4	7.7637	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	70.54	0	-1.6818	0	34.1189	0	27.461	0	69.857	0	275.56	4	75.2	4	25.48	4	0.8208	4	0.000945	4	7.7705	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	66.21	0	-1.6038	0	34.0849	0	27.432	0	65.570	0	277.65	4	75.9	4	25.16	4	1.0224	4	0.001109	4	7.7749	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	61.59	0	-1.5669	0	34.0761	0	27.423	0	60.995	0	280.24	4	76.7	4	25.21	4	1.1232	4	0.001099	4	7.7745	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	56.56	0	-1.3476	0	34.0110	0	27.364	0	56.015	0	280.59	4	77.2	4	24.24	4	1.2672	4	0.001187	4	7.7920	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	51.91	0	-1.0445	0	33.9520	0	27.306	0	51.410	0	283.32	4	78.6	4	23.66	4	1.8216	4	0.001395	4	7.7966	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	46.33	0	-0.3435	0	33.8417	0	27.188	0	45.884	0	286.24	4	80.8	4	21.46	4	2.9880	4	0.002456	4	7.8265	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	41.75	0	0.6214	0	33.7618	0	27.073	0	41.349	0	292.62	4	84.7	4	19.84	4	6.6672	4	0.005297	4	7.8513	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	36.06	0	0.7329	0	33.7102	0	27.025	0	35.714	0	304.26	4	88.2	4	19.17	4	6.9552	4	0.005363	4	7.8505	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	31.56	0	0.7318	0	33.6159	0	26.949	0	31.258	0	303.67	4	88.0	4	19.09	4	4.1832	4	0.004675	4	7.8496	4
5904397	2	C	02/01/2015	16:13	359.682	-61.014	0	26.80	0	1.2732	0	33.5578	0	26.868	0	26.543	0	297.01	4	87.2	4	18.28	4	3.1032	4	0.005059	4	7.8454	4
