//0
//File updated on 06/05/2018 19:11
//WMO ID: 5904396
//Univ. of Washington ID: 9031
//MBARI ID: 9031SOOCN
//No missing float profiles
//Missing Float position interpolated for station(s): 27 
//Latitude quality flag = 4 for interpolated float positions
//Missing Float data detected for raw data station(s): 130 
//
//FLOAT VARIABLES:
//Variable	Sensor	Serial number	Comment
//Pressure[dbar]	Sbe41cp	5386	
//Temperature[°C]	Sbe41cp	5386	
//Salinity[pss]	Sbe41cp	5386	
//Sigma_theta[kg/m^3]			Potential density at the sea surface
//Depth[m]			Depth calculated from pressure and latitude
//Oxygen[µmol/kg]	Aanderaa 4330	1461	
//OxygenSat[%]			Calculation assumes atmospheric pressure= 1013.25 mbar
//Nitrate[µmol/kg]	ISUS	Lamp#G2.C01.7408 Spec#072 APEX Ti Equitech probe 20130920RR10.01 MBARI ARGO float#0107	
//Chl_a[mg/m^3]	FLBBAP2	3306	
//b_bp700[1/m]	FLBBAP2	3306	
//pHinsitu[Total]	Durafet	0061	
//
//Missing data value = -1e10
//Data quality flags: 0=Good, 4=Questionable, 8=Bad, 1=Missing or not inspected 
//Note: all timestamps are in GMT. 
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[pss]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	b_bp700[1/m]	QF	pHinsitu[Total]	QF
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	1498.85	0	2.1721	0	34.6922	0	27.719	0	1480.015	0	164.3	4	49.8	4	34.39	4	0.0144	4	0.000233	4	7.7905	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	1398.50	0	2.2552	0	34.6734	0	27.697	0	1381.254	0	161.1	4	48.9	4	34.71	4	0.0216	4	0.000244	4	7.7842	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	1299.59	0	2.3099	0	34.6497	0	27.673	0	1283.865	0	157.3	4	47.8	4	35.13	4	0.0144	4	0.000233	4	7.7809	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	1198.89	0	2.3621	0	34.6337	0	27.655	0	1184.667	0	156.5	4	47.6	4	35.27	4	0.0216	4	0.000244	4	7.7792	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	1098.63	0	2.4310	0	34.6069	0	27.627	0	1085.855	0	155.7	4	47.5	4	35.60	4	0.0144	4	0.000309	4	7.7765	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	999.35	0	2.5182	0	34.5648	0	27.586	0	987.963	0	156.0	4	47.6	4	36.03	4	0.0288	4	0.000255	4	7.7733	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	951.03	0	2.5613	0	34.5438	0	27.565	0	940.302	0	156.4	4	47.8	4	35.96	4	0.0216	4	0.000266	4	7.7655	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	900.79	0	2.5845	0	34.5230	0	27.546	0	890.736	0	157.7	4	48.2	4	36.16	4	0.0288	4	0.000256	4	7.7658	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	851.09	0	2.6141	0	34.5036	0	27.528	0	841.690	0	159.1	4	48.7	4	36.13	4	0.0288	4	0.000266	4	7.7666	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	801.73	0	2.6596	0	34.4735	0	27.500	0	792.969	0	161.5	4	49.5	4	36.19	4	0.0216	4	0.000277	4	7.7681	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	750.82	0	2.6742	0	34.4308	0	27.464	0	742.706	0	165.5	4	50.7	4	36.21	4	0.0216	4	0.000288	4	7.7691	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	701.06	0	2.7817	0	34.4055	0	27.434	0	693.566	0	169.8	4	52.1	4	35.98	4	0.0216	4	0.000321	4	7.7774	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	651.23	0	2.8458	0	34.3759	0	27.405	0	644.346	0	174.3	4	53.6	4	35.69	4	0.0216	4	0.000299	4	7.7866	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	601.47	0	2.9425	0	34.3325	0	27.361	0	595.183	0	181.7	4	56.0	4	35.35	4	0.0360	4	0.000321	4	7.7954	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	551.51	0	3.0832	0	34.3097	0	27.330	0	545.811	0	186.2	4	57.6	4	34.85	4	0.0144	4	0.000322	4	7.8045	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	501.37	0	3.1968	0	34.2779	0	27.294	0	496.249	0	192.7	4	59.7	4	34.09	4	0.0216	4	0.000300	4	7.8175	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	451.15	0	3.3334	0	34.2382	0	27.249	0	446.596	0	203.3	4	63.2	4	33.33	4	0.0144	4	0.000333	4	7.8312	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	401.22	0	3.4387	0	34.1929	0	27.203	0	397.218	0	213.9	4	66.6	4	32.26	4	0.0144	4	0.000333	4	7.8521	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	381.03	0	3.4026	0	34.1652	0	27.184	0	377.247	0	221.4	4	68.9	4	31.73	4	0.0144	4	0.000344	4	7.8605	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	361.48	0	3.1805	0	34.1200	0	27.168	0	357.908	0	233.6	4	72.3	4	31.32	4	0.0216	4	0.000408	4	7.8761	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	351.27	0	3.1001	0	34.1019	0	27.161	0	347.808	0	238.1	4	73.5	4	30.65	4	0.0216	4	0.000440	4	7.8878	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	341.57	0	3.0245	0	34.0834	0	27.153	0	338.211	0	246.1	4	75.8	4	30.49	4	0.0216	4	0.000419	4	7.8948	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	331.43	0	2.9455	0	34.0645	0	27.145	0	328.179	0	252.7	4	77.7	4	30.48	4	0.0144	4	0.000440	4	7.8964	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	321.18	0	3.1346	0	34.0757	0	27.137	0	318.037	0	251.5	4	77.7	4	30.52	4	0.0144	4	0.000430	4	7.8925	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	309.93	0	3.2698	0	34.0870	0	27.133	0	306.906	0	247.5	4	76.7	4	30.33	4	0.0144	4	0.000387	4	7.8927	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	300.41	0	3.2814	0	34.0836	0	27.130	0	297.485	0	247.4	4	76.7	4	29.85	4	0.0072	4	0.000409	4	7.8953	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	291.39	0	3.2599	0	34.0783	0	27.127	0	288.560	0	248.8	4	77.1	4	29.81	4	0.0216	4	0.000441	4	7.8982	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	281.22	0	3.2128	0	34.0660	0	27.122	0	278.495	0	251.3	4	77.8	4	29.61	4	0.0144	4	0.000398	4	7.9027	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	271.66	0	3.2049	0	34.0575	0	27.116	0	269.034	0	254.2	4	78.6	4	29.51	4	0.0144	4	0.000462	4	7.9073	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	261.47	0	3.2349	0	34.0509	0	27.108	0	258.949	0	256.2	4	79.3	4	29.31	4	0.0144	4	0.000462	4	7.9098	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	251.36	0	3.2422	0	34.0419	0	27.100	0	248.942	0	258.6	4	80.1	4	28.96	4	0.0144	4	0.000452	4	7.9126	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	241.16	0	3.2506	0	34.0338	0	27.092	0	238.846	0	261.2	4	80.9	4	28.79	4	0.0216	4	0.000516	4	7.9170	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	231.37	0	3.2611	0	34.0283	0	27.087	0	229.156	0	263.5	4	81.6	4	28.65	4	0.0216	4	0.000462	4	7.9199	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	221.22	0	3.3383	0	34.0306	0	27.081	0	219.108	0	263.8	4	81.9	4	28.45	4	0.0216	4	0.000452	4	7.9209	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	211.69	0	3.5259	0	34.0450	0	27.075	0	209.674	0	261.9	4	81.6	4	28.15	4	0.0216	4	0.000441	4	7.9211	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	199.92	0	3.5295	0	34.0348	0	27.066	0	198.022	0	263.5	4	82.2	4	27.89	4	0.0288	4	0.000431	4	7.9229	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	190.55	0	3.5458	0	34.0295	0	27.061	0	188.745	0	264.5	4	82.5	4	27.90	4	0.0216	4	0.000441	4	7.9263	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	181.10	0	3.6027	0	34.0303	0	27.056	0	179.389	0	265.4	4	82.9	4	27.68	4	0.0288	4	0.000452	4	7.9267	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	170.82	0	3.6885	0	34.0332	0	27.050	0	169.210	0	265.1	4	83.0	4	27.56	4	0.0288	4	0.000442	4	7.9276	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	160.79	0	3.7290	0	34.0314	0	27.044	0	159.278	0	265.8	4	83.3	4	27.38	4	0.0360	4	0.000463	4	7.9294	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	150.84	0	3.8318	0	34.0328	0	27.035	0	149.426	0	265.9	4	83.5	4	27.21	4	0.0504	4	0.000453	4	7.9295	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	140.87	0	3.8835	0	34.0272	0	27.025	0	139.552	0	266.6	4	83.9	4	26.97	4	0.0720	4	0.000517	4	7.9322	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	131.39	0	3.9545	0	34.0179	0	27.011	0	130.164	0	267.2	4	84.2	4	26.76	4	0.1512	4	0.000550	4	7.9365	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	121.30	0	3.9358	0	33.9940	0	26.993	0	120.171	0	269.8	4	84.9	4	26.42	4	0.2592	4	0.000539	4	7.9444	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	111.14	0	3.9027	0	33.9685	0	26.976	0	110.108	0	274.2	4	86.2	4	25.21	4	0.4968	4	0.000765	4	7.9628	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	101.64	0	4.0025	0	33.9535	0	26.954	0	100.699	0	278.8	4	87.9	4	24.53	4	0.7560	4	0.000797	4	7.9670	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	95.35	0	4.1886	0	33.9577	0	26.938	0	94.469	0	278.2	4	88.1	4	24.00	4	0.8712	4	0.000776	4	7.9734	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	89.29	0	4.6799	0	33.9351	0	26.868	0	88.466	0	276.9	4	88.7	4	23.45	4	0.8856	4	0.000799	4	7.9920	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	84.45	0	5.7259	0	33.8925	0	26.712	0	83.672	0	272.1	4	89.3	4	22.55	4	0.7704	4	0.000833	4	7.9954	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	80.17	0	6.5134	0	33.8563	0	26.584	0	79.432	0	269.1	4	89.9	4	21.72	4	0.7344	4	0.000877	4	7.9874	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	76.06	0	6.5554	0	33.8616	0	26.583	0	75.360	0	270.1	4	90.4	4	21.72	4	0.7272	4	0.000823	4	7.9886	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	71.47	0	6.5558	0	33.8635	0	26.584	0	70.813	0	270.8	4	90.6	4	21.68	4	0.7344	4	0.000877	4	7.9898	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	66.51	0	6.5679	0	33.8641	0	26.583	0	65.900	0	271.0	4	90.7	4	21.60	4	0.7200	4	0.000823	4	7.9906	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	61.51	0	6.5807	0	33.8659	0	26.583	0	60.946	0	271.4	4	90.8	4	21.54	4	0.7056	4	0.000866	4	7.9910	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	56.40	0	6.5796	0	33.8661	0	26.583	0	55.884	0	271.2	4	90.8	4	21.61	4	0.6840	4	0.000834	4	7.9918	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	51.64	0	6.5819	0	33.8663	0	26.583	0	51.168	0	271.2	4	90.8	4	21.56	4	0.6984	4	0.000813	4	7.9927	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	46.24	0	6.5743	0	33.8657	0	26.583	0	45.818	0	271.6	4	90.9	4	21.54	4	0.7200	4	0.000877	4	7.9940	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	41.27	0	6.5786	0	33.8668	0	26.583	0	40.894	0	271.3	4	90.8	4	21.48	4	0.6984	4	0.000823	4	7.9951	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	36.66	0	6.5888	0	33.8672	0	26.582	0	36.326	0	271.2	4	90.8	4	21.50	4	0.6912	4	0.000823	4	7.9959	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	31.42	0	6.5853	0	33.8666	0	26.582	0	31.134	0	271.3	4	90.8	4	21.37	4	0.6912	4	0.000813	4	7.9957	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	26.72	0	6.5799	0	33.8666	0	26.583	0	26.477	0	271.7	4	91.0	4	21.49	4	0.7200	4	0.000899	4	7.9975	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	21.76	0	6.5883	0	33.8669	0	26.582	0	21.563	0	271.3	4	90.8	4	21.48	4	0.7200	4	0.000910	4	7.9972	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	16.49	0	6.5901	0	33.8678	0	26.582	0	16.341	0	271.3	4	90.8	4	21.40	4	0.6912	4	0.000823	4	7.9992	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	11.87	0	6.5971	0	33.8686	0	26.582	0	11.763	0	271.7	4	91.0	4	21.29	4	0.7056	4	0.000823	4	7.9998	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0	7.88	0	6.5992	0	33.8688	0	26.582	0	7.809	0	271.4	4	90.9	4	21.35	4	0.7056	4	0.000845	4	8.0013	4
5904396	1	C	04/12/2014	03:18	209.989	-55.010	0																						
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	1497.47	0	2.1863	0	34.6910	0	27.717	0	1478.655	0	162.1	4	49.1	4	33.17	4	0.0216	4	0.000233	4	7.8173	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	1399.26	0	2.2454	0	34.6780	0	27.701	0	1382.000	0	160.6	4	48.8	4	33.43	4	0.0144	4	0.000244	4	7.8120	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	1298.90	0	2.2994	0	34.6593	0	27.681	0	1283.183	0	158.2	4	48.1	4	33.74	4	0.0216	4	0.000351	4	7.8097	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	1199.23	0	2.3613	0	34.6378	0	27.659	0	1185.000	0	156.4	4	47.6	4	33.96	4	0.0288	4	0.000244	4	7.8060	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	1100.00	0	2.4286	0	34.6117	0	27.632	0	1087.204	0	155.1	4	47.3	4	34.26	4	0.0216	4	0.000287	4	7.8032	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	999.96	0	2.5247	0	34.5649	0	27.585	0	988.563	0	155.5	4	47.5	4	34.64	4	0.0144	4	0.000255	4	7.7963	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	951.12	0	2.5500	0	34.5495	0	27.571	0	940.389	0	156.0	4	47.7	4	34.86	4	0.0144	4	0.000255	4	7.7957	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	901.34	0	2.5818	0	34.5243	0	27.548	0	891.277	0	157.5	4	48.2	4	35.03	4	0.0144	4	0.000266	4	7.7946	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	851.70	0	2.6210	0	34.4989	0	27.524	0	842.291	0	159.1	4	48.7	4	35.10	4	0.0288	4	0.000277	4	7.7949	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	801.66	0	2.6562	0	34.4790	0	27.504	0	792.899	0	160.9	4	49.3	4	35.06	4	0.0144	4	0.000277	4	7.7966	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	751.26	0	2.6880	0	34.4477	0	27.476	0	743.139	0	163.8	4	50.2	4	35.14	4	0.0216	4	0.000267	4	7.7983	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	701.25	0	2.7367	0	34.4129	0	27.444	0	693.753	0	168.0	4	51.5	4	35.00	4	0.0144	4	0.000299	4	7.8051	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	650.69	0	2.8452	0	34.3806	0	27.408	0	643.811	0	173.4	4	53.3	4	34.73	4	0.0288	4	0.000299	4	7.8116	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	601.04	0	2.9226	0	34.3437	0	27.372	0	594.757	0	179.6	4	55.3	4	34.41	4	0.0288	4	0.000310	4	7.8215	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	551.27	0	3.0527	0	34.3168	0	27.338	0	545.573	0	184.9	4	57.1	4	33.90	4	0.0144	4	0.000289	4	7.8299	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	501.15	0	3.1732	0	34.2801	0	27.298	0	496.030	0	192.2	4	59.5	4	33.30	4	0.0144	4	0.000300	4	7.8417	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	451.45	0	3.2380	0	34.2365	0	27.256	0	446.892	0	202.5	4	62.8	4	32.53	4	0.0072	4	0.000311	4	7.8559	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	401.59	0	3.3831	0	34.2117	0	27.223	0	397.583	0	209.2	4	65.1	4	31.79	4	0.0144	4	0.000312	4	7.8680	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	381.21	0	3.5267	0	34.2131	0	27.210	0	377.425	0	209.1	4	65.3	4	31.30	4	0.0072	4	0.000301	4	7.8703	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	361.12	0	3.4513	0	34.1859	0	27.195	0	357.551	0	216.2	4	67.4	4	31.06	4	0.0144	4	0.000344	4	7.8821	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	351.06	0	3.3621	0	34.1614	0	27.184	0	347.599	0	221.7	4	68.9	4	30.77	4	0.0288	4	0.000344	4	7.8890	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	341.21	0	3.3232	0	34.1500	0	27.179	0	337.854	0	226.2	4	70.2	4	30.35	4	0.0144	4	0.000355	4	7.8950	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	331.05	0	3.2146	0	34.1266	0	27.170	0	327.802	0	232.9	4	72.1	4	30.43	4	0.0216	4	0.000387	4	7.9007	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	318.65	0	3.3572	0	34.1300	0	27.160	0	315.533	0	233.2	4	72.5	4	29.73	4	0.0216	4	0.000366	4	7.9049	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	309.34	0	3.3423	0	34.1201	0	27.153	0	306.321	0	236.4	4	73.4	4	29.76	4	0.0072	4	0.000409	4	7.9112	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	300.64	0	3.0321	0	34.0743	0	27.145	0	297.713	0	245.0	4	75.5	4	29.52	4	0.0144	4	0.000430	4	7.9206	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	291.72	0	3.1270	0	34.0739	0	27.136	0	288.886	0	249.2	4	77.0	4	29.44	4	0.0216	4	0.000441	4	7.9210	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	281.17	0	3.1183	0	34.0669	0	27.131	0	278.445	0	250.7	4	77.4	4	28.94	4	0.0288	4	0.000441	4	7.9272	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	271.48	0	3.2370	0	34.0702	0	27.123	0	268.855	0	251.5	4	77.9	4	28.79	4	0.0144	4	0.000462	4	7.9278	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	261.21	0	3.2179	0	34.0559	0	27.113	0	258.691	0	254.2	4	78.7	4	28.81	4	0.0144	4	0.000419	4	7.9305	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	251.37	0	3.2577	0	34.0524	0	27.107	0	248.952	0	256.1	4	79.3	4	28.53	4	0.0288	4	0.000430	4	7.9341	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	240.81	0	3.2300	0	34.0395	0	27.099	0	238.500	0	258.6	4	80.0	4	27.96	4	0.0144	4	0.000484	4	7.9414	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	231.33	0	3.1784	0	34.0252	0	27.092	0	229.116	0	263.3	4	81.4	4	28.03	4	0.0216	4	0.000484	4	7.9444	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	221.49	0	3.2640	0	34.0256	0	27.084	0	219.375	0	264.2	4	81.8	4	27.64	4	0.0144	4	0.000462	4	7.9462	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	211.16	0	3.3215	0	34.0241	0	27.078	0	209.149	0	265.0	4	82.2	4	27.62	4	0.0360	4	0.000430	4	7.9480	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	201.51	0	3.3765	0	34.0213	0	27.070	0	199.596	0	266.3	4	82.7	4	27.36	4	0.0144	4	0.000441	4	7.9493	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	191.43	0	3.4471	0	34.0262	0	27.067	0	189.616	0	265.8	4	82.7	4	27.33	4	0.0072	4	0.000538	4	7.9488	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	180.30	0	3.4631	0	34.0259	0	27.066	0	178.596	0	266.0	4	82.8	4	27.20	4	0.0072	4	0.000441	4	7.9505	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	171.23	0	3.5758	0	34.0344	0	27.062	0	169.616	0	264.7	4	82.6	4	27.09	4	0.0216	4	0.000399	4	7.9493	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	161.69	0	3.6829	0	34.0400	0	27.055	0	160.169	0	263.6	4	82.5	4	27.10	4	0.0216	4	0.000399	4	7.9501	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	150.84	0	3.8198	0	34.0449	0	27.046	0	149.425	0	262.1	4	82.3	4	26.70	4	0.0216	4	0.000453	4	7.9506	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	141.56	0	3.8277	0	34.0395	0	27.041	0	140.235	0	263.0	4	82.6	4	26.69	4	0.0360	4	0.000431	4	7.9525	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	131.60	0	3.8254	0	34.0223	0	27.027	0	130.372	0	265.5	4	83.4	4	26.39	4	0.0792	4	0.000496	4	7.9574	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	120.88	0	3.8826	0	34.0093	0	27.011	0	119.755	0	267.4	4	84.1	4	26.21	4	0.1368	4	0.000528	4	7.9618	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	111.47	0	3.8488	0	33.9919	0	27.000	0	110.435	0	269.8	4	84.8	4	26.18	4	0.2520	4	0.000571	4	7.9675	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	101.57	0	3.8889	0	33.9811	0	26.988	0	100.629	0	271.4	4	85.3	4	25.76	4	0.3744	4	0.000614	4	7.9732	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	95.41	0	3.9716	0	33.9746	0	26.974	0	94.528	0	272.3	4	85.8	4	24.93	4	0.5040	4	0.000614	4	7.9777	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	89.79	0	4.0775	0	33.9698	0	26.959	0	88.961	0	273.5	4	86.4	4	24.12	4	0.6840	4	0.000690	4	7.9860	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	84.82	0	4.1746	0	33.9656	0	26.946	0	84.038	0	275.4	4	87.2	4	23.62	4	0.8352	4	0.000744	4	7.9907	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	80.19	0	4.2276	0	33.9632	0	26.939	0	79.451	0	276.8	4	87.7	4	23.44	4	0.8784	4	0.000733	4	7.9966	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	75.05	0	4.7584	0	33.9359	0	26.860	0	74.360	0	275.5	4	88.4	4	23.08	4	0.8928	4	0.000820	4	8.0159	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	70.49	0	6.3834	0	33.8443	0	26.592	0	69.842	0	266.5	4	88.8	4	21.33	4	0.6696	4	0.000791	4	8.0090	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	66.86	0	6.4364	0	33.8576	0	26.595	0	66.246	0	269.4	4	89.9	4	21.14	4	0.6984	4	0.000791	4	8.0095	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	61.49	0	6.4613	0	33.8571	0	26.591	0	60.926	0	270.7	4	90.4	4	21.22	4	0.7344	4	0.000759	4	8.0104	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	56.52	0	6.4726	0	33.8572	0	26.590	0	56.003	0	270.8	4	90.4	4	21.22	4	0.7632	4	0.000856	4	8.0116	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	51.56	0	6.4892	0	33.8563	0	26.587	0	51.089	0	270.8	4	90.4	4	21.06	4	0.7992	4	0.000834	4	8.0123	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	46.56	0	6.4836	0	33.8555	0	26.587	0	46.135	0	270.9	4	90.5	4	21.08	4	0.7920	4	0.000942	4	8.0139	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	41.93	0	6.4754	0	33.8554	0	26.588	0	41.548	0	270.8	4	90.4	4	21.24	4	0.7704	4	0.000877	4	8.0134	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	36.44	0	6.4778	0	33.8552	0	26.587	0	36.108	0	270.9	4	90.5	4	21.12	4	0.7704	4	0.000748	4	8.0155	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	31.65	0	6.4781	0	33.8555	0	26.588	0	31.362	0	271.2	4	90.6	4	21.06	4	0.7848	4	0.000759	4	8.0159	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	26.70	0	6.4752	0	33.8550	0	26.588	0	26.458	0	270.9	4	90.4	4	21.10	4	0.7488	4	0.000791	4	8.0166	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	21.80	0	6.4752	0	33.8550	0	26.587	0	21.602	0	270.9	4	90.5	4	21.06	4	0.7920	4	0.000791	4	8.0163	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	16.93	0	6.4717	0	33.8554	0	26.588	0	16.777	0	271.0	4	90.5	4	21.12	4	0.7704	4	0.000888	4	8.0188	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	11.46	0	6.4763	0	33.8557	0	26.588	0	11.356	0	271.0	4	90.5	4	21.08	4	0.7560	4	0.000780	4	8.0196	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0	6.86	0	6.4753	0	33.8559	0	26.588	0	6.798	0	271.1	4	90.5	4	21.18	4	0.7560	4	0.000813	4	8.0213	4
5904396	2	C	04/17/2014	10:33	209.941	-55.031	0																						
