EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C
  096U20160108, HEOBI,    46,  1,      9,20160210,0718,-52.4095,  75.6068,  579,    274.7,   1.9050,  34.1330,2,  34.1250,2,    262.8,2,   -999.0,9,    41.86,2,    33.06, 2,     0.06, 2,     2.24,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      8,20160210,0717,-52.4095,  75.6068,  579,    301.5,   2.0060,  34.1860,2,  34.1770,2,    247.2,2,    250.2,2,    45.78,2,    33.88, 2,     0.02, 2,     2.30,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      7,20160210,0714,-52.4095,  75.6068,  579,    349.5,   2.1590,  34.2600,2,  34.2500,2,    225.4,2,    230.3,2,    51.73,2,    34.85, 2,     0.02, 2,     2.36,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      6,20160210,0712,-52.4095,  75.6068,  579,    400.7,   2.2290,  34.3130,2,  34.3030,2,    213.0,2,    217.7,2,    56.22,2,    35.39, 2,     0.02, 2,     2.40,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      5,20160210,0709,-52.4095,  75.6068,  579,    450.6,   2.2640,  34.3900,2,  34.3780,2,    202.8,2,    206.7,2,    61.78,2,    35.45, 2,     0.02, 2,     2.40,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      4,20160210,0707,-52.4095,  75.6068,  579,    499.4,   2.2460,  34.4310,2,  34.4300,2,    201.4,2,    154.6,2,    65.50,2,    34.98, 2,     0.05, 2,     2.38,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      3,20160210,0704,-52.4095,  75.6068,  579,    538.6,   2.2490,  34.4400,2,  34.4300,2,    200.6,2,    205.7,2,    66.15,2,    34.96, 2,     0.05, 2,     2.38,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      2,20160210,0702,-52.4095,  75.6068,  579,    559.5,   2.2510,  34.4500,2,-999.0000,9,    198.9,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    46,  1,      1,20160210,0702,-52.4095,  75.6068,  579,    560.5,   2.2520,  34.4510,2,  34.4390,2,    198.6,2,    202.7,2,    67.13,2,    34.96, 2,     0.05, 2,     2.39,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     24,20160210,1246,-52.3016,  76.0063,  702,      8.0,   2.9580,  33.8730,2,  33.8630,2,    338.4,2,    339.5,2,     6.03,2,    25.65, 2,     0.30, 2,     1.66,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     23,20160210,1244,-52.3016,  76.0063,  702,     19.5,   2.9580,  33.8730,2,  33.8670,2,    338.8,2,    339.9,2,     6.08,2,    25.67, 2,     0.30, 2,     1.66,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     22,20160210,1243,-52.3016,  76.0063,  702,     50.8,   2.9560,  33.8730,2,  33.8630,2,    338.2,2,    339.5,2,     6.02,2,    25.69, 2,     0.30, 2,     1.66,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     21,20160210,1241,-52.3016,  76.0063,  702,     90.4,   2.9600,  33.8720,2,  33.8630,2,    338.4,2,    338.9,2,     5.94,2,    25.66, 2,     0.30, 2,     1.67,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     20,20160210,1240,-52.3016,  76.0063,  702,    110.9,   2.4760,  33.8800,2,  33.8720,2,    334.9,2,    335.9,2,    10.66,2,    26.24, 2,     0.31, 2,     1.81,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     19,20160210,1238,-52.3016,  76.0063,  702,    118.7,   2.0420,  33.8930,2,  33.8840,2,    333.3,2,    332.8,2,    14.86,2,    26.99, 2,     0.33, 2,     1.90,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     18,20160210,1238,-52.3016,  76.0063,  702,    129.5,   1.8290,  33.8990,2,  33.8930,2,    332.4,2,    308.8,2,    18.00,2,    27.58, 2,     0.34, 2,     1.96,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     17,20160210,1237,-52.3016,  76.0063,  702,    141.9,   1.4610,  33.9160,2,  33.9110,2,    329.4,2,    331.4,2,    21.86,2,    28.54, 2,     0.31, 2,     2.03,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     16,20160210,1236,-52.3016,  76.0063,  702,    160.8,   1.2550,  33.9350,2,  33.9280,2,    326.6,2,    328.3,2,    24.83,2,    29.40, 2,     0.24, 2,     2.06,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     15,20160210,1234,-52.3016,  76.0063,  702,    190.9,   1.1730,  33.9640,2,  33.9600,2,    320.3,2,    320.4,2,    28.34,2,    30.13, 2,     0.18, 2,     2.08,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     14,20160210,1232,-52.3016,  76.0063,  702,    225.0,   1.0820,  34.0080,2,  34.0020,2,    306.7,2,    309.5,2,    32.21,2,    31.15, 2,     0.02, 2,     2.12,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     13,20160210,1231,-52.3016,  76.0063,  702,    241.3,   1.4050,  34.0720,2,  34.0650,2,    284.4,2,    287.4,2,    37.18,2,    32.23, 2,     0.02, 2,     2.19,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     12,20160210,1230,-52.3016,  76.0063,  702,    279.4,   1.7790,  34.1700,2,  34.1610,2,    250.8,2,    253.7,2,    45.13,2,    33.86,65,     0.02, 2,     2.30,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     11,20160210,1228,-52.3016,  76.0063,  702,    300.5,   2.0360,  34.2280,2,  34.2210,2,    231.6,2,    235.1,2,    49.59,2,    34.71, 2,     0.01, 2,     2.36,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,     10,20160210,1227,-52.3016,  76.0063,  702,    339.6,   2.1530,  34.2870,2,  34.2790,2,    215.8,2,    220.0,2,    54.47,2,    35.65, 2,     0.02, 2,     2.41,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      9,20160210,1225,-52.3016,  76.0063,  702,    369.8,   2.2730,  34.3440,2,  34.3350,2,    200.1,2,    204.0,2,    59.00,2,    36.41, 2,     0.01, 2,     2.46,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      8,20160210,1223,-52.3016,  76.0063,  702,    450.7,   2.3640,  34.4290,2,  34.4140,2,    182.9,2,    186.3,2,    66.01,2,    36.97, 2,     0.01, 2,     2.50,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      7,20160210,1220,-52.3016,  76.0063,  702,    530.8,   2.3840,  34.5010,2,  34.4910,2,    174.7,2,    179.8,2,    71.42,2,    36.89, 2,     0.01, 2,     2.49,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      6,20160210,1217,-52.3016,  76.0063,  702,    601.2,   2.3320,  34.5650,2,  34.5520,2,    176.7,2,    180.4,2,    76.11,2,    35.82, 2,     0.01, 2,     2.43,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      5,20160210,1215,-52.3016,  76.0063,  702,    630.3,   2.3120,  34.5890,2,  34.5760,2,    177.4,2,    181.4,2,    78.62,2,    35.38, 2,     0.01, 2,     2.41,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      4,20160210,1214,-52.3016,  76.0063,  702,    650.3,   2.2990,  34.6050,2,  34.5920,2,    177.8,2,    182.6,2,    80.19,2,    35.07, 2,     0.01, 2,     2.39,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      3,20160210,1212,-52.3016,  76.0063,  702,    669.6,   2.2890,  34.6140,2,  34.6030,2,    177.6,2,    181.5,2,    83.97,2,    34.92, 2,     0.03, 2,     2.39,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      2,20160210,1211,-52.3016,  76.0063,  702,    680.8,   2.2890,  34.6150,2,-999.0000,9,    177.6,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    47,  1,      1,20160210,1211,-52.3016,  76.0063,  702,    682.6,   2.2880,  34.6150,2,  34.6050,2,    177.6,2,    183.4,2,    84.33,2,    34.87, 2,     0.03, 2,     2.40,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,     13,20160211,0637,-52.8379,  74.3225,  176,      7.8,   3.0990,  33.9110,2,-999.0000,9,    329.8,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,     12,20160211,0637,-52.8379,  74.3225,  176,      7.9,   3.0980,  33.9110,2,  33.8990,2,    330.2,2,    331.0,2,    10.64,2,    24.84, 2,     0.29, 2,     1.81,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,     11,20160211,0636,-52.8379,  74.3225,  176,     30.2,   3.0740,  33.9130,2,  33.9020,2,    329.7,2,    330.7,2,    10.81,2,    24.88, 2,     0.29, 2,     1.81,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,     10,20160211,0634,-52.8379,  74.3225,  176,     48.5,   3.0520,  33.9150,2,  33.9040,2,    328.4,2,    335.7,2,    11.24,2,    24.97, 2,     0.29, 2,     1.82,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      9,20160211,0633,-52.8379,  74.3225,  176,     69.0,   2.9410,  33.9260,2,  33.9130,2,    324.9,2,    326.4,2,    12.67,2,    25.24, 2,     0.28, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      8,20160211,0632,-52.8379,  74.3225,  176,     78.6,   2.9020,  33.9280,2,  33.9180,2,    323.5,2,    325.0,2,    13.34,2,    25.34, 2,     0.28, 2,     1.86,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      7,20160211,0631,-52.8379,  74.3225,  176,     89.4,   2.7880,  33.9360,2,  33.9290,2,    318.6,2,    321.1,2,    15.24,2,    25.66, 2,     0.27, 2,     1.91,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      6,20160211,0630,-52.8379,  74.3225,  176,     99.8,   2.5180,  33.9580,2,  33.9470,2,    311.4,2,    313.3,2,    18.96,2,    26.24, 2,     0.26, 2,     2.00,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      5,20160211,0629,-52.8379,  74.3225,  176,    108.4,   2.4500,  33.9620,2,  33.9470,2,    310.0,2,    311.3,2,    19.89,2,    26.38, 2,     0.25, 2,     2.02,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      4,20160211,0629,-52.8379,  74.3225,  176,    118.7,   2.4310,  33.9630,2,  33.9550,2,    309.5,2,    311.2,2,    20.13,2,    26.39, 2,     0.25, 2,     2.02,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      3,20160211,0627,-52.8379,  74.3225,  176,    143.3,   2.4030,  33.9650,2,  33.9560,2,    308.9,2,    310.5,2,    20.47,2,    26.41, 2,     0.25, 2,     2.03,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      1,20160211,0625,-52.8379,  74.3225,  176,    165.7,   2.4110,  33.9650,2,-999.0000,9,    308.4,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    48,  1,      2,20160211,0625,-52.8379,  74.3225,  176,    166.5,   2.4140,  33.9640,2,  33.9580,2,    308.5,2,    310.4,2,    20.51,2,    26.43,69,     0.25, 2,     2.03,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    49,  1,      3,20160211,1348,-53.0074,  73.7087,   93,     19.7,   3.1660,  33.8880,2,  33.8800,2,    327.8,2,    325.7,2,    10.00,2,    24.60, 2,     0.30, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    49,  1,      2,20160211,1347,-53.0074,  73.7087,   93,     40.2,   3.1640,  33.8870,2,  33.8790,2,    327.1,2,    309.3,2,    10.08,2,    24.62, 2,     0.30, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    49,  1,      1,20160211,1344,-53.0074,  73.7087,   93,     83.9,   3.1560,  33.8870,2,  33.8790,2,    326.1,2,    327.6,2,    10.04,2,    24.59,69,     0.30, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    51,  1,      3,20160211,1506,-53.0118,  73.7165,   91,     19.5,   3.1720,  33.8900,2,  33.8810,2,    327.3,2,    328.4,2,    10.14,2,    24.71, 2,     0.42, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    51,  1,      2,20160211,1505,-53.0118,  73.7165,   91,     40.0,   3.1740,  33.8900,2,  33.8860,2,    327.5,2,    328.1,2,    10.18,2,    24.66, 2,     0.37, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    51,  1,      1,20160211,1503,-53.0118,  73.7165,   91,     81.7,   3.1680,  33.8910,2,  33.8860,2,    326.5,2,    328.0,2,    10.13,2,    24.80,69,     0.57,69,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    52,  1,      3,20160211,1631,-53.0074,  73.7244,   97,     19.7,   3.1800,  33.8920,2,  33.8840,2,    327.2,2,    327.6,2,     9.72,2,    24.87, 2,     0.29, 2,     1.82,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    52,  1,      2,20160211,1629,-53.0074,  73.7244,   97,     49.8,   3.1780,  33.8930,2,  33.8840,2,    326.9,2,    327.9,2,     9.65,2,    24.90, 2,     0.29, 2,     1.82,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    52,  1,      1,20160211,1627,-53.0074,  73.7244,   97,     88.4,   3.1770,  33.8940,2,  33.8880,2,    326.2,2,    327.4,2,     9.56,2,    24.87, 2,     0.29, 2,     1.82,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    53,  1,      3,20160211,1757,-53.0027,  73.7167,   99,     20.6,   3.1670,  33.8930,2,  33.8840,2,    327.6,2,    328.5,2,    10.07,2,    25.09, 2,     0.29, 2,     1.83,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    53,  1,      2,20160211,1755,-53.0027,  73.7167,   99,     47.0,   3.1490,  33.8930,2,  33.8870,2,    326.3,2,    329.7,2,    10.14,2,    25.02, 2,     0.29, 2,     1.83,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    53,  1,      1,20160211,1752,-53.0027,  73.7167,   99,     90.4,   3.1550,  33.8930,2,  33.8940,2,    326.0,2,    327.1,2,    10.00,2,    25.01, 2,     0.29, 2,     1.83,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,     12,20160212,0441,-53.0075,  73.7162,   93,     83.3,   3.1290,  33.8930,2,  33.8900,2,    325.4,2,    326.9,2,    10.49,2,    25.04, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      1,20160212,0246,-53.0075,  73.7162,   93,     83.4,   3.1420,  33.8930,2,  33.8850,2,    325.7,2,    327.8,2,    10.30,2,    24.93, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      8,20160212,0353,-53.0075,  73.7162,   93,     83.9,   3.1310,  33.8940,2,  33.8850,2,    326.2,2,    327.5,2,    10.38,2,    25.04, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      3,20160212,0323,-53.0075,  73.7162,   93,     84.0,   3.1400,  33.8930,2,  33.8850,2,    326.4,2,    327.3,2,    10.30,2,    24.94, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      5,20160212,0339,-53.0075,  73.7162,   93,     84.0,   3.1350,  33.8940,2,  33.8860,2,    325.5,2,    327.2,2,    10.45,2,    24.97, 2,     0.29, 2,     1.89,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      9,20160212,0417,-53.0075,  73.7162,   93,     84.0,   3.1280,  33.8940,2,  33.8910,2,    326.1,2,    327.5,2,    10.52,2,    25.06, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      6,20160212,0344,-53.0075,  73.7162,   93,     84.1,   3.1290,  33.8950,2,  33.8870,2,    325.9,2,    327.9,2,    10.50,2,    25.00, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      4,20160212,0331,-53.0075,  73.7162,   93,     84.2,   3.1330,  33.8950,2,  33.8860,2,    325.6,2,    327.1,2,    10.40,2,    24.95, 2,     0.29, 2,     1.86,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      7,20160212,0349,-53.0075,  73.7162,   93,     84.2,   3.1330,  33.8940,2,  33.8860,2,    325.6,2,    327.2,2,    10.40,2,    25.00, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,      2,20160212,0257,-53.0075,  73.7162,   93,     84.3,   3.1320,  33.8950,2,  33.8850,2,    326.2,2,    326.7,2,    10.38,2,    24.97, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,     10,20160212,0423,-53.0075,  73.7162,   93,     84.3,   3.1290,  33.8940,2,  33.8870,2,    326.0,2,    327.1,2,    10.55,2,    25.08, 2,     0.30, 2,     1.86,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,     13,20160212,0542,-53.0075,  73.7162,   93,     84.3,   3.1210,  33.8940,2,  33.8860,2,    325.1,2,    326.6,2,    10.41,2,    25.00, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    54,  1,     11,20160212,0438,-53.0075,  73.7162,   93,     84.4,   3.1310,  33.8930,2,  33.8860,2,    325.8,2,    327.1,2,    10.61,2,    25.06, 2,     0.29, 2,     1.86,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      6,20160212,0645,-53.0077,  73.7161,   94,      3.9,   3.1870,  33.8770,2,-999.0000,9,    327.3,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      5,20160212,0644,-53.0077,  73.7161,   94,      4.3,   3.1860,  33.8770,2,  33.8710,2,    327.4,2,    328.5,2,     9.92,2,    25.02, 2,     0.29, 2,     1.84,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      4,20160212,0643,-53.0077,  73.7161,   94,     10.0,   3.1860,  33.8780,2,  33.8680,2,    327.4,2,    328.7,2,     9.86,2,    25.00, 2,     0.29, 2,     1.84,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      3,20160212,0639,-53.0077,  73.7161,   94,     65.5,   3.1320,  33.8920,2,  33.8840,2,    326.4,2,    327.4,2,    10.23,2,    25.06, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      2,20160212,0638,-53.0077,  73.7161,   94,     85.2,   3.1210,  33.8940,2,-999.0000,9,    325.1,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,    55,  1,      1,20160212,0638,-53.0077,  73.7161,   94,     85.5,   3.1200,  33.8940,2,  33.8880,2,    325.3,2,   -999.0,9,    10.35,2,    25.09, 2,     0.29, 2,     1.85,2,   -999.0,9,-999.0000,9,  -999.00
END_DATA
