BOTTLE,20170321PRINUNIVRMK
# processed by CCHDO 2017-03-27 no changes
# 1/26/16 Initialized README file  
# Data source: http://www.marine.csiro.au/cgi-bin/marlin-dl/Investigator_NF/in2016_v01/data/in2016_v01Hydro_csv.zip 
# SHIP: R/V Investigator 
# Cruise: Heard Island 
# Region: WSW of Fremantle,Aus. 
# EXPOCODE: 096U20160108 
# Alias: 09IN20160108, HEOBI; IN2016_v01 
# DATES: 20160108 - 20160227 
# Chief Scientist: Mike Coffin 
# 49 stations with 24 place Rosette 
# SOCCOM Biogeochemical floats deployed by Isa Rosso 
# Sta   WMO_ID	Lat       Lon       Date       U.W.ID	 
# 2     5904675 -39.4894   99.4930   20160112      9749 
# 4     5904676 -48.2935   79.4470   20160117      9645 
# 6     5904679 -49.8698   78.6182   20160118      9757 
# Supported by NSF Award PLR-1425989 to J.L. Sarmiento et al.  
# CTD: Who - R.Robertson; Status - final 
# 	Includes: CTDSAL, CTDOXY 
# 	Values in bottle file are not calibrated 
# Salinty: Who - R.Robertson; Status - final 
# 	Notes: 	 
# Nutrients: Who - A.Bowie; Status - final 
# 	Includes: nitrate, nitrite, silicate, phopshpate 
# 	converted from umol/L to umol/kg using density calculated with 22C and measured salt 
# O2: Who - A.Bowie; Status - final 
# 	Notes: converted from umol/L to umol/kg using density calculated with 22C and measured salt 
# Alk: Who - Andrew Dickson; Status - final 
# 	Notes: Samples returned for analysis ashore 
# pH: Who - Andrew Dickson; Status - final 
# 	Notes: Samples returned for analysis ashore 
# HPLC: Who - Tom Trull; Status - 
# 	Notes:  
# POC: Who - Tom Trull; Status - 
# 	Notes:  
# Other: Who - ; Status - 
# 	Notes: trace metals Fe,Mn 
# These data should be cited as: 
# References that have used data from this cruise: The dataset in2016_v01Hydro_csv.zip downloaded on 31-Jan-2017 was collected on voyage IN2016_v01 on the RV Investigator granted by the Marine National Facility. It is made available under a Creative Commons Attribution 4.0 International Licence. 
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C
  096U20160108, HEOBI,     1,  1,     24,20160110,2206,-36.3641, 103.6461, 4889,     14.1,  18.5410,  35.6610,2,  35.6460,2,    248.4,2,    244.7,2,     1.36,2,     0.04, 2,     0.02, 2,     0.12,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     23,20160110,2206,-36.3641, 103.6461, 4889,     15.1,  18.4280,  35.6640,2,-999.0000,9,    249.0,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     22,20160110,2205,-36.3641, 103.6461, 4889,     29.6,  16.9980,  35.6360,2,  35.6180,2,    256.5,2,    252.4,2,     1.53,2,     0.04, 2,     0.02, 2,     0.11,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     21,20160110,2204,-36.3641, 103.6461, 4889,     30.2,  17.0850,  35.6380,2,-999.0000,9,    256.4,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     20,20160110,2203,-36.3641, 103.6461, 4889,     50.5,  15.7720,  35.5800,2,  35.5600,2,    268.1,2,    261.3,2,     1.59,2,     0.06, 2,     0.02, 2,     0.12,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     18,20160110,2201,-36.3641, 103.6461, 4889,     84.2,  14.7010,  35.5700,2,  35.5530,2,    255.7,2,    248.8,2,     1.67,2,     1.62, 2,     0.22, 2,     0.24,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     19,20160110,2202,-36.3641, 103.6461, 4889,     84.3,  14.7000,  35.5700,2,-999.0000,9,    255.8,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     17,20160110,2200,-36.3641, 103.6461, 4889,    100.6,  14.6330,  35.5660,2,  35.5500,2,    252.4,2,    247.5,2,     1.68,2,     1.90, 2,     0.06, 2,     0.25,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     16,20160110,2159,-36.3641, 103.6461, 4889,    150.1,  14.5110,  35.5490,2,  35.5320,2,    252.8,2,    247.9,2,     1.66,2,     2.04, 2,     0.02, 2,     0.27,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     15,20160110,2157,-36.3641, 103.6461, 4889,    199.9,  14.4050,  35.5310,2,  35.5130,2,    252.6,2,    248.5,2,     1.68,2,     2.20, 2,     0.02, 2,     0.28,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     14,20160110,2154,-36.3641, 103.6461, 4889,    300.1,  13.6320,  35.3750,2,  35.3550,2,    252.1,2,    248.5,2,     1.81,2,     3.99, 2,     0.03, 2,     0.41,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     13,20160110,2151,-36.3641, 103.6461, 4889,    399.2,  12.2290,  35.1220,2,  35.0920,2,    257.9,2,    254.9,2,     2.26,2,     7.07, 2,     0.03, 2,     0.63,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     12,20160110,2148,-36.3641, 103.6461, 4889,    499.8,  11.0430,  34.9310,2,  34.9120,2,    255.8,2,    252.9,2,     3.20,2,    10.49, 2,     0.02, 2,     0.83,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     11,20160110,2145,-36.3641, 103.6461, 4889,    599.3,  10.1810,  34.7990,2,  34.7850,2,    257.2,2,    254.3,2,     3.88,2,    12.83, 2,     0.02, 2,     0.98,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,     10,20160110,2143,-36.3641, 103.6461, 4889,    698.6,   9.6110,  34.7200,2,  34.7050,2,    252.3,2,    249.9,2,     4.60,2,    15.18, 2,     0.01, 2,     1.12,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      9,20160110,2140,-36.3641, 103.6461, 4889,    799.1,   9.1270,  34.6540,2,  34.6400,2,    246.3,2,    244.9,2,     5.64,2,    17.34, 2,     0.02, 2,     1.24,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      8,20160110,2137,-36.3641, 103.6461, 4889,    898.7,   8.3910,  34.5740,2,  34.5520,2,    228.7,2,    228.4,2,     9.15,2,    20.97, 2,     0.02, 2,     1.46,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      7,20160110,2134,-36.3641, 103.6461, 4889,    999.8,   6.9510,  34.4690,2,  34.4540,2,    208.2,2,    208.0,2,    17.37,2,    26.21, 2,     0.00, 2,     1.80,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      6,20160110,2129,-36.3641, 103.6461, 4889,   1200.1,   4.5690,  34.3850,2,  34.3710,2,    197.9,2,    199.5,2,    37.26,2,    32.21, 2,     0.01, 2,     2.22,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      5,20160110,2124,-36.3641, 103.6461, 4889,   1399.2,   3.6630,  34.4580,2,  34.4460,2,    176.0,2,    177.5,2,    58.22,2,    34.98, 2,     0.03, 2,     2.42,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      4,20160110,2118,-36.3641, 103.6461, 4889,   1600.2,   3.1320,  34.5430,2,  34.5340,2,    164.4,2,    165.8,2,    73.20,2,    35.91, 2,     0.01, 2,     2.50,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      3,20160110,2113,-36.3641, 103.6461, 4889,   1798.6,   2.9200,  34.6210,2,  34.6080,2,    158.3,2,    161.0,2,    83.38,2,    35.76, 2,     0.03, 2,     2.50,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      2,20160110,2107,-36.3641, 103.6461, 4889,   1999.0,   2.7030,  34.6730,2,  34.6600,2,    159.5,2,    161.9,2,    91.57,2,    35.35, 2,     0.05, 2,     2.47,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     1,  1,      1,20160110,2100,-36.3641, 103.6461, 4889,   2300.6,   2.3770,  34.7220,2,  34.7100,2,    168.8,2,    172.4,2,    98.02,2,    34.25, 2,     0.02, 2,     2.39,2,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     2,  1,     24,20160112,1021,-39.4835,  99.4129, 4179,      8.0,  15.8160,  35.1900,2,  35.1760,2,    269.8,2,    265.1,2,     0.67,2,     1.71, 2,     0.06, 2,     0.28,2,   2321.5,6,   7.9351,6,    25.00
  096U20160108, HEOBI,     2,  1,     23,20160112,1020,-39.4835,  99.4129, 4179,      8.1,  15.8120,  35.1890,2,-999.0000,9,    269.1,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     2,  1,     21,20160112,1018,-39.4835,  99.4129, 4179,     27.4,  15.7560,  35.1890,2,-999.0000,9,    268.8,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     2,  1,     22,20160112,1019,-39.4835,  99.4129, 4179,     28.2,  15.7580,  35.1880,2,  35.1740,2,    268.8,2,    265.0,2,     0.67,2,     1.74, 2,     0.06, 2,     0.28,2,   2324.9,2,   7.9397,2,    25.00
  096U20160108, HEOBI,     2,  1,     19,20160112,1017,-39.4835,  99.4129, 4179,     49.9,  15.1770,  35.2020,2,-999.0000,9,    267.5,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     2,  1,     20,20160112,1017,-39.4835,  99.4129, 4179,     51.0,  15.1770,  35.2030,2,  35.1880,2,    267.7,2,    265.0,2,     1.01,2,     2.25, 2,     0.06, 2,     0.33,2,   2361.2,2,   7.9232,2,    25.00
  096U20160108, HEOBI,     2,  1,     18,20160112,1015,-39.4835,  99.4129, 4179,     73.8,  13.2030,  35.1670,2,  35.1610,2,    279.9,2,    263.8,2,     1.79,2,     3.30, 2,     0.08, 2,     0.40,2,   2320.9,2,   7.9014,2,    25.00
  096U20160108, HEOBI,     2,  1,     17,20160112,1014,-39.4835,  99.4129, 4179,     99.9,  12.4680,  35.1670,2,  35.1530,2,    271.2,2,    267.0,2,     2.20,2,     5.12, 2,     0.31, 2,     0.53,2,   2320.0,2,   7.8727,2,    25.00
  096U20160108, HEOBI,     2,  1,     16,20160112,1012,-39.4835,  99.4129, 4179,    149.2,  12.0760,  35.1810,2,  35.1670,2,    264.2,2,    261.1,2,     2.26,2,     6.56, 2,     0.02, 2,     0.57,2,   2319.1,2,   7.8592,2,    25.00
  096U20160108, HEOBI,     2,  1,     15,20160112,1010,-39.4835,  99.4129, 4179,    199.3,  12.0030,  35.1700,2,  35.1540,2,    263.4,2,    260.8,2,     2.35,2,     6.82, 2,     0.01, 2,     0.59,2,   2318.8,2,   7.8578,2,    25.00
  096U20160108, HEOBI,     2,  1,     14,20160112,1007,-39.4835,  99.4129, 4179,    300.0,  12.0000,  35.1660,2,  35.1510,2,    263.0,2,    260.5,2,     2.37,2,     6.89, 2,     0.01, 2,     0.60,2,   2318.4,2,   7.8556,2,    25.00
  096U20160108, HEOBI,     2,  1,     13,20160112,1004,-39.4835,  99.4129, 4179,    403.1,   9.7740,  34.7900,2,  34.7800,2,    245.1,2,    243.7,2,     4.72,2,    14.90, 2,     0.00, 2,     1.08,2,   2298.5,2,   7.7766,2,    25.00
  096U20160108, HEOBI,     2,  1,     12,20160112,1001,-39.4835,  99.4129, 4179,    500.5,   8.3360,  34.5790,2,  34.5660,2,    227.5,2,    226.7,2,     9.11,2,    21.34, 2,     0.00, 2,     1.47,2,   2290.2,6,   7.7171,6,    25.00
  096U20160108, HEOBI,     2,  1,     11,20160112,0958,-39.4835,  99.4129, 4179,    601.8,   7.2440,  34.4910,2,  34.4780,2,    209.7,2,    209.5,2,    15.25,2,    25.63, 2,     0.00, 2,     1.73,2,   2290.6,2,   7.6739,2,    25.00
  096U20160108, HEOBI,     2,  1,     10,20160112,0955,-39.4835,  99.4129, 4179,    701.0,   6.1080,  34.4270,2,  34.4160,2,    202.8,2,    203.7,2,    22.52,2,    28.92, 2,     0.00, 2,     1.95,2,   2292.7,2,   7.6422,2,    25.00
  096U20160108, HEOBI,     2,  1,      9,20160112,0951,-39.4835,  99.4129, 4179,    800.9,   5.1770,  34.3920,2,  34.3800,2,    201.6,2,    203.3,2,    29.74,2,    30.99, 2,     0.00, 2,     2.09,2,   2297.0,2,   7.6232,2,    25.00
  096U20160108, HEOBI,     2,  1,      8,20160112,0948,-39.4835,  99.4129, 4179,    897.6,   4.4890,  34.3820,2,  34.3700,2,    199.7,2,    200.3,2,    36.78,2,    32.45, 2,     0.00, 2,     2.20,2,   2303.1,2,   7.6078,2,    25.00
  096U20160108, HEOBI,     2,  1,      7,20160112,0945,-39.4835,  99.4129, 4179,    999.5,   3.8890,  34.3920,2,  34.3800,2,    195.5,2,    197.4,2,    44.69,2,    33.69, 2,     0.00, 2,     2.30,2,   2309.5,2,   7.5928,2,    25.00
  096U20160108, HEOBI,     2,  1,      6,20160112,0941,-39.4835,  99.4129, 4179,   1196.2,   3.3130,  34.4640,2,  34.4510,2,    179.6,2,    181.6,2,    59.46,2,    35.12, 2,     0.00, 2,     2.42,2,   2323.6,2,   7.5698,2,    25.00
  096U20160108, HEOBI,     2,  1,      5,20160112,0934,-39.4835,  99.4129, 4179,   1397.9,   2.9430,  34.5450,2,  34.5330,2,    171.0,2,    174.3,2,    70.34,2,    35.51, 2,     0.00, 2,     2.46,2,   2335.0,2,   7.5600,2,    25.00
  096U20160108, HEOBI,     2,  1,      4,20160112,0929,-39.4835,  99.4129, 4179,   1586.7,   2.7150,  34.6080,2,  34.5960,2,    172.5,2,    176.3,2,    74.78,2,    34.86, 2,     0.00, 2,     2.41,2,   2339.8,2,   7.5639,2,    25.00
  096U20160108, HEOBI,     2,  1,      3,20160112,0924,-39.4835,  99.4129, 4179,   1786.6,   2.5720,  34.6670,2,  34.6550,2,    174.5,2,    181.4,2,    79.83,2,    33.97, 2,     0.00, 2,     2.36,2,   2346.2,6,   7.5751,6,    25.00
  096U20160108, HEOBI,     2,  1,      2,20160112,0919,-39.4835,  99.4129, 4179,   1983.1,   2.4070,  34.7160,2,  34.7050,2,    181.8,2,   -999.0,9,    82.11,2,    32.73, 2,     0.00, 2,     2.27,2,   2349.1,2,   7.5918,2,    25.00
  096U20160108, HEOBI,     2,  1,      1,20160112,0912,-39.4835,  99.4129, 4179,   2286.3,   2.1740,  34.7540,2,  34.7420,2,    191.8,2,    196.6,2,    84.87,2,    31.43, 2,     0.00, 2,     2.19,2,   2351.5,2,   7.6098,2,    25.00
  096U20160108, HEOBI,     4,  1,     23,20160117,0038,-48.2803,  79.3660, 3358,     14.8,   6.8260,  33.7820,2,-999.0000,9,    320.7,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     4,  1,     24,20160117,0038,-48.2803,  79.3660, 3358,     15.8,   6.7900,  33.7820,2,  33.7710,2,    320.5,2,    316.3,2,     2.53,2,    20.76, 2,     0.23, 2,     1.44,2,   2272.2,6,   7.7802,6,    25.00
  096U20160108, HEOBI,     4,  1,     21,20160117,0037,-48.2803,  79.3660, 3358,     29.9,   6.7820,  33.7810,2,-999.0000,9,    320.6,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     4,  1,     22,20160117,0037,-48.2803,  79.3660, 3358,     30.1,   6.7820,  33.7800,2,  33.7710,2,    321.5,2,    317.5,2,     2.33,2,    20.68, 2,     0.23, 2,     1.42,2,   2262.1,2,   7.7453,2,    25.00
  096U20160108, HEOBI,     4,  1,     20,20160117,0035,-48.2803,  79.3660, 3358,     49.9,   6.5100,  33.7680,2,  33.7570,2,    328.0,2,    324.4,2,     1.28,2,    19.86, 2,     0.24, 2,     1.38,2,   2274.8,2,   7.7970,4,    25.00
  096U20160108, HEOBI,     4,  1,     18,20160117,0033,-48.2803,  79.3660, 3358,     70.2,   6.0310,  33.7550,2,  33.7560,2,    335.1,2,    328.4,2,     1.05,2,    19.72, 2,     0.26, 2,     1.37,2,   2276.9,2,   7.8043,2,    25.00
  096U20160108, HEOBI,     4,  1,     19,20160117,0034,-48.2803,  79.3660, 3358,     70.8,   6.0200,  33.7560,2,-999.0000,9,    335.8,2,   -999.0,9,  -999.00,9,  -999.00, 9,  -999.00, 9,  -999.00,9,   -999.0,9,-999.0000,9,  -999.00
  096U20160108, HEOBI,     4,  1,     17,20160117,0032,-48.2803,  79.3660, 3358,    101.5,   5.1060,  33.8600,2,  33.8580,2,    312.0,2,    308.4,2,     5.72,2,    23.68, 2,     0.30, 2,     1.65,2,   2273.6,2,   7.7201,2,    25.00
  096U20160108, HEOBI,     4,  1,     16,20160117,0030,-48.2803,  79.3660, 3358,    150.8,   4.7080,  33.9490,2,  33.9380,2,    301.4,2,    299.6,2,     8.44,2,    25.16, 2,     0.02, 2,     1.72,2,   2276.2,2,   7.6980,2,    25.00
  096U20160108, HEOBI,     4,  1,     15,20160117,0028,-48.2803,  79.3660, 3358,    199.0,   4.1900,  33.9480,2,  33.9460,2,    303.5,2,    300.9,2,    10.25,2,    26.11, 2,     0.02, 2,     1.78,2,   2277.4,2,   7.6864,2,    25.00
  096U20160108, HEOBI,     4,  1,     14,20160117,0025,-48.2803,  79.3660, 3358,    299.7,   4.4320,  34.1730,2,  34.1620,2,    259.2,2,    258.5,2,    17.93,2,    28.68, 2,     0.01, 2,     1.94,2,   2281.8,2,   7.6443,2,    25.00
  096U20160108, HEOBI,     4,  1,     13,20160117,0022,-48.2803,  79.3660, 3358,    400.3,   3.8760,  34.2120,2,  34.2110,2,    247.4,2,    244.5,2,    26.01,2,    30.84, 2,     0.01, 2,     2.08,2,   2288.3,2,   7.6233,2,    25.00
  096U20160108, HEOBI,     4,  1,     12,20160117,0019,-48.2803,  79.3660, 3358,    500.5,   3.3730,  34.2550,2,  34.2470,2,    230.6,2,    231.5,2,    34.96,2,    32.84, 2,     0.01, 2,     2.21,2,   2295.8,2,   7.5990,2,    25.00
  096U20160108, HEOBI,     4,  1,     11,20160117,0015,-48.2803,  79.3660, 3358,    600.3,   3.2990,  34.3260,2,  34.3160,2,    212.2,2,    212.9,2,    43.22,2,    34.03, 2,     0.01, 2,     2.30,2,   2303.7,6,   7.5796,6,    25.00
  096U20160108, HEOBI,     4,  1,     10,20160117,0013,-48.2803,  79.3660, 3358,    700.7,   2.8500,  34.3610,2,  34.3520,2,    201.0,2,    203.5,2,    52.35,2,    35.55, 2,     0.00, 2,     2.39,2,   2311.6,2,   7.5600,2,    25.00
  096U20160108, HEOBI,     4,  1,      9,20160117,0010,-48.2803,  79.3660, 3358,    800.4,   2.6770,  34.4380,2,  34.4270,2,    186.9,2,    189.0,2,    61.70,2,    36.22, 2,     0.00, 2,     2.44,2,   2319.7,2,   7.5448,2,    25.00
  096U20160108, HEOBI,     4,  1,      8,20160117,0007,-48.2803,  79.3660, 3358,    899.9,   2.6000,  34.5020,2,  34.4920,2,    180.2,2,    183.2,2,    67.34,2,    36.18, 2,     0.00, 2,     2.44,2,   2326.3,2,   7.5444,2,    25.00
  096U20160108, HEOBI,     4,  1,      7,20160117,0004,-48.2803,  79.3660, 3358,   1001.2,   2.7580,  34.5910,2,  34.5800,2,    179.1,2,    179.7,2,    69.11,2,    34.77, 2,     0.00, 2,     2.36,2,   2333.4,2,   7.5669,2,    25.00
  096U20160108, HEOBI,     4,  1,      6,20160117,2358,-48.2803,  79.3660, 3358,   1200.7,   2.5520,  34.6620,2,  34.6520,2,    183.0,2,    185.6,2,    72.98,2,    33.56, 2,     0.00, 2,     2.28,2,   2338.8,2,   7.5796,2,    25.00
  096U20160108, HEOBI,     4,  1,      5,20160117,2353,-48.2803,  79.3660, 3358,   1397.7,   2.4730,  34.7150,2,  34.7040,2,    189.1,2,    196.7,2,    74.18,2,    32.31, 2,     0.00, 2,     2.20,2,   2341.4,2,   7.5932,2,    25.00
  096U20160108, HEOBI,     4,  1,      4,20160117,2345,-48.2803,  79.3660, 3358,   1696.4,   2.2190,  34.7520,2,  34.7410,2,    195.5,2,    200.0,2,    79.98,2,    31.45, 2,     0.00, 2,     2.14,2,   2346.2,2,   7.6088,2,    25.00
  096U20160108, HEOBI,     4,  1,      3,20160117,2341,-48.2803,  79.3660, 3358,   1798.4,   2.1820,  34.7660,2,  34.7600,2,    199.3,2,    206.3,2,    80.12,2,    30.91, 2,     0.00, 2,     2.11,2,   2348.0,2,   7.6186,2,    25.00
  096U20160108, HEOBI,     4,  1,      2,20160117,2335,-48.2803,  79.3660, 3358,   2001.5,   1.9800,  34.7640,2,  34.7530,2,    199.8,2,    209.8,2,    86.75,2,    31.22, 2,     0.00, 2,     2.13,2,   2350.9,2,   7.6173,2,    25.00
  096U20160108, HEOBI,     4,  1,      1,20160117,2328,-48.2803,  79.3660, 3358,   2297.8,   1.7370,  34.7640,2,  34.7540,2,    202.8,2,    208.2,2,    94.07,2,    31.33, 2,     0.00, 2,     2.14,2,   2356.1,2,   7.6202,2,    25.00
  096U20160108, HEOBI,     6,  1,     24,20160118,0334,-49.8940,  78.5992, 3611,     15.6,   5.4070,  33.7630,2,  33.7530,2,    329.2,2,    325.3,2,     1.42,2,    20.47, 2,     0.27, 2,     1.42,2,   2277.5,6,   7.7834,2,    25.00
  096U20160108, HEOBI,     6,  1,     23,20160118,0332,-49.8940,  78.5992, 3611,     30.2,   5.3790,  33.7640,2,  33.7540,2,    329.0,2,    325.3,2,     1.32,2,    20.50, 2,     0.27, 2,     1.41,2,   2279.0,2,   7.7873,2,    25.00
  096U20160108, HEOBI,     6,  1,     22,20160118,0330,-49.8940,  78.5992, 3611,     75.3,   4.6430,  33.7880,2,  33.7780,2,    332.2,2,    328.6,2,     1.44,2,    21.39, 2,     0.26, 2,     1.48,2,   2281.5,2,   7.7757,2,    25.00
  096U20160108, HEOBI,     6,  1,     21,20160118,0329,-49.8940,  78.5992, 3611,     80.0,   4.5940,  33.7880,2,  33.7800,2,    330.5,2,    327.6,2,     1.98,2,    21.60, 2,     0.27, 2,     1.51,2,   2282.0,2,   7.7701,2,    25.00
  096U20160108, HEOBI,     6,  1,     20,20160118,0327,-49.8940,  78.5992, 3611,     99.5,   3.9950,  33.8110,2,  33.8110,2,    324.8,2,    322.4,2,     6.40,2,    23.49, 2,     0.29, 2,     1.74,2,   2279.5,2,   7.7241,2,    25.00
  096U20160108, HEOBI,     6,  1,     19,20160118,0324,-49.8940,  78.5992, 3611,    149.6,   3.1700,  33.8670,2,  33.8610,2,    318.7,2,    317.0,2,    13.51,2,    27.19, 2,     0.23, 2,     1.92,2,   2279.4,2,   7.6825,2,    25.00
  096U20160108, HEOBI,     6,  1,     18,20160118,0322,-49.8940,  78.5992, 3611,    199.5,   2.8270,  33.9070,2,  33.9070,2,    313.6,2,    311.6,2,    16.58,2,    28.55, 2,     0.09, 2,     1.94,2,   2280.0,2,   7.6654,2,    25.00
  096U20160108, HEOBI,     6,  1,     17,20160118,0319,-49.8940,  78.5992, 3611,    300.4,   2.7290,  34.1050,2,  34.0940,2,    267.4,2,    266.9,2,    29.16,2,    31.73, 2,     0.03, 2,     2.13,2,   2287.2,2,   7.6106,2,    25.00
  096U20160108, HEOBI,     6,  1,     16,20160118,0316,-49.8940,  78.5992, 3611,    400.1,   2.6370,  34.2260,2,  34.2170,2,    232.1,2,    233.3,2,    41.48,2,    34.20, 2,     0.01, 2,     2.29,2,   2298.6,2,   7.5779,2,    25.00
  096U20160108, HEOBI,     6,  1,     15,20160118,0313,-49.8940,  78.5992, 3611,    500.9,   2.6030,  34.3450,2,  34.3490,2,    202.2,2,    203.7,2,    54.31,2,    35.98, 2,     0.01, 2,     2.41,2,   2310.0,2,   7.5499,2,    25.00
  096U20160108, HEOBI,     6,  1,     14,20160118,0309,-49.8940,  78.5992, 3611,    600.5,   2.5130,  34.4350,2,  34.4240,2,    189.5,2,    189.9,2,    62.85,2,    36.17, 2,     0.01, 2,     2.44,2,   2319.6,2,   7.5434,2,    25.00
  096U20160108, HEOBI,     6,  1,     13,20160118,0304,-49.8940,  78.5992, 3611,    801.2,   2.3940,  34.5540,2,  34.5460,2,    178.7,2,    181.0,2,    73.02,2,    35.88, 2,     0.01, 2,     2.42,2,   2330.6,6,   7.5436,6,    25.00
  096U20160108, HEOBI,     6,  1,     12,20160118,0259,-49.8940,  78.5992, 3611,    997.1,   2.3960,  34.6570,2,  34.6450,2,    181.5,2,    183.5,2,    76.22,2,    34.13, 2,     0.00, 2,     2.31,2,   2338.2,2,   7.5691,2,    25.00
  096U20160108, HEOBI,     6,  1,     11,20160118,0254,-49.8940,  78.5992, 3611,   1200.1,   2.3270,  34.7010,2,  34.6900,2,    185.9,2,    189.3,2,    78.06,2,    33.08, 2,     0.00, 2,     2.24,2,   2340.9,2,   7.5807,2,    25.00
  096U20160108, HEOBI,     6,  1,     10,20160118,0249,-49.8940,  78.5992, 3611,   1399.6,   2.2320,  34.7350,2,  34.7250,2,    191.5,2,    194.3,2,    79.87,2,    32.10, 2,     0.00, 2,     2.18,2,   2344.4,2,   7.5971,2,    25.00
  096U20160108, HEOBI,     6,  1,      9,20160118,0243,-49.8940,  78.5992, 3611,   1599.2,   2.0990,  34.7550,2,  34.7470,2,    196.3,2,    199.9,2,    82.84,2,    31.44, 2,     0.00, 2,     2.14,2,   2347.6,2,   7.6075,2,    25.00
  096U20160108, HEOBI,     6,  1,      8,20160118,0238,-49.8940,  78.5992, 3611,   1799.4,   1.9980,  34.7650,2,  34.7530,2,    199.6,2,    203.5,2,    85.30,2,    31.15, 2,     0.00, 2,     2.12,2,   2350.0,2,   7.6152,2,    25.00
  096U20160108, HEOBI,     6,  1,      7,20160118,0233,-49.8940,  78.5992, 3611,   2000.2,   1.8380,  34.7660,2,  34.7550,2,    201.7,2,    206.3,2,    90.10,2,    31.18, 2,     0.00, 2,     2.13,2,   2354.4,2,   7.6189,2,    25.00
  096U20160108, HEOBI,     6,  1,      6,20160118,0223,-49.8940,  78.5992, 3611,   2501.2,   1.3590,  34.7480,2,  34.7410,2,    204.9,2,    211.5,2,   104.92,2,    32.02, 2,     0.01, 2,     2.19,2,   -999.0,9,-999.0000,9,  -999.00
