EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UG/KG,,UG/KG,,UG/KG,,UG/KG,,DEG C
  096U20160426,  P15S,    17,  1,      9,   2009,2,20160513,0058,-58.9972,-170.0005, 4763,   2502.7,   1.3260,  34.7290,2,  34.7293,2,    201.0,2,    199.8,2,   105.68,2,    31.42,2,     0.00,4,     2.17,2,    0.136,2,    0.068,2,     0.06,2,   2257.5,6,   2361.5,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.1577
  096U20160426,  P15S,    17,  1,      8,   2008,2,20160513,0058,-58.9972,-170.0005, 4763,   2900.3,   1.1230,  34.7200,2,  34.7194,2,    204.0,2,    203.0,2,   112.19,2,    31.69,2,     0.00,4,     2.19,2, -999.000,9, -999.000,9,     -999,9,   2258.4,2,   2363.4,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.9234
  096U20160426,  P15S,    17,  1,      1,   2001,2,20160513,0058,-58.9972,-170.0005, 4763,   4755.9,   0.9460,  34.7040,2,  34.7049,2,    211.3,2,    207.9,2,   124.96,2,    32.20,2,     0.00,4,     2.23,2,    0.245,2,    0.119,2,     0.05,2,   2262.9,6,   2365.4,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5589
  096U20160426,  P15S,    19,  1,     36,   2036,2,20160513,1603,-57.9989,-170.0060, 4432,     14.3,   3.1400,  33.8930,2,  33.8929,2,    320.3,2,    315.2,2,     9.90,2,    25.30,2,     0.26,2,     1.77,2,    5.024,2,    2.642,2,    3.134,2,   2144.0,2,   2272.1,2,   7.7058,2,    25.00,  -999.00,9,  -999.00,9,     0.27,2,     0.22,3,   3.1391
  096U20160426,  P15S,    19,  1,     35,   2035,2,20160513,1603,-57.9989,-170.0060, 4432,     24.9,   3.1420,  33.8930,2,  33.8939,2,    320.4,2,    315.1,2,     9.88,2,    25.29,2,     0.26,2,     1.77,2,    5.009,6,    2.660,6,    3.106,6,   2142.1,2,   2272.2,2,   7.7003,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.1405
  096U20160426,  P15S,    19,  1,     34,   2034,2,20160513,1603,-57.9989,-170.0060, 4432,     48.5,   3.1400,  33.8930,2,  33.8935,2,    320.1,2,    315.2,2,     9.90,2,    25.30,2,     0.26,2,     1.77,2,    5.014,2,    2.655,2,    3.155,2,   2142.7,2,   2273.5,2,   7.7075,2,    25.00,  -999.00,9,  -999.00,9,     0.30,2,     0.04,3,   3.1371
  096U20160426,  P15S,    19,  1,     33,   2033,2,20160513,1603,-57.9989,-170.0060, 4432,     74.9,   3.1280,  33.8940,2,  33.8950,2,    320.2,2,    315.3,2,     9.93,2,    25.32,2,     0.26,2,     1.77,2,    5.029,2,    2.661,2,    3.181,2,   2143.5,2,   2273.2,2,   7.7036,2,    25.00,  -999.00,9,  -999.00,9,     0.26,2,     0.06,3,   3.1235
  096U20160426,  P15S,    19,  1,     32,   2032,2,20160513,1603,-57.9989,-170.0060, 4432,    100.8,   3.1230,  33.8940,2,  33.8943,2,    319.7,2,    315.2,2,     9.95,2,    25.33,2,     0.26,2,     1.77,2,    5.032,2,    2.659,2,    3.104,2,   2143.2,2,   2274.2,2,   7.7077,2,    25.00,  -999.00,9,  -999.00,9,     0.23,2,     0.08,3,   3.1169
  096U20160426,  P15S,    19,  1,     31,   2031,2,20160513,1603,-57.9989,-170.0060, 4432,    148.4,   3.1170,  33.8960,2,  33.8960,2,    319.1,2,    315.1,2,    10.02,2,    25.32,2,     0.26,2,     1.77,2,    4.997,2,    2.644,2,    3.048,2,   2142.8,2,   2273.5,2,   7.7055,2,    25.00,  -999.00,9,  -999.00,9,     0.18,2,     0.15,3,   3.1079
  096U20160426,  P15S,    19,  1,     30,   2030,2,20160513,1603,-57.9989,-170.0060, 4432,    199.3,   2.3670,  33.9950,2,  33.9921,2,    300.5,2,    298.1,2,    19.00,2,    28.35,2,     0.01,4,     1.94,2,    4.941,2,    2.597,2,     2.87,2,   2165.4,2,   2277.8,2,   7.6571,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.3559
  096U20160426,  P15S,    19,  1,     29,   2029,2,20160513,1603,-57.9989,-170.0060, 4432,    247.1,   2.2260,  34.0100,2,  34.0095,2,    298.0,2,    293.7,2,    21.34,2,    28.70,2,     0.01,4,     1.96,2,    4.840,2,    2.552,2,    2.632,2,   2171.3,2,   2280.0,6,   7.6545,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.2125
  096U20160426,  P15S,    19,  1,     28,   2028,2,20160513,1603,-57.9989,-170.0060, 4432,    298.6,   2.6000,  34.0910,2,  34.0923,2,    271.6,2,    267.3,2,    26.75,2,    29.98,2,     0.01,4,     2.04,2,    4.238,2,    2.200,2,    2.085,2,   2183.8,2,   2283.4,2,   7.6288,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.5826
  096U20160426,  P15S,    19,  1,     27,   2027,2,20160513,1603,-57.9989,-170.0060, 4432,    348.6,   2.8790,  34.1780,2,  34.1794,2,    245.3,2,    240.7,2,    32.87,2,    31.27,2,     0.00,4,     2.13,2,    3.637,2,    1.830,2,    1.544,2,   2195.1,2,   2291.7,2,   7.6050,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.8577
  096U20160426,  P15S,    19,  1,     26,   2026,2,20160513,1603,-57.9989,-170.0060, 4432,    399.4,   3.0050,  34.2440,2,  34.2437,2,    225.9,2,    222.1,2,    38.32,2,    32.26,2,     0.01,4,     2.20,2,    3.056,2,    1.541,2,    1.165,2,   2206.2,2,   2298.5,2,   7.5893,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.9799
  096U20160426,  P15S,    19,  1,     25,   2025,2,20160513,1603,-57.9989,-170.0060, 4432,    497.5,   2.9270,  34.3190,2,  34.3173,2,    207.5,2,    203.2,2,    46.79,2,    33.39,2,     0.00,4,     2.29,2,    2.391,2,    1.189,2,    0.789,2,   2222.2,6,   2304.7,6,   7.5710,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.8956
  096U20160426,  P15S,    19,  1,     24,   2024,2,20160513,1603,-57.9989,-170.0060, 4432,    599.7,   2.7530,  34.3750,2,  34.3751,2,    197.3,2,    193.3,2,    54.00,2,    34.03,2,     0.00,4,     2.34,2,    1.933,2,    0.947,2,    0.632,2,   2232.5,2,   2313.5,2,   7.5611,6,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.7155
  096U20160426,  P15S,    19,  1,     23,   2023,2,20160513,1603,-57.9989,-170.0060, 4432,    701.1,   2.6220,  34.4450,2,-999.0000,9,    186.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.5782
  096U20160426,  P15S,    19,  1,     22,   2022,2,20160513,1603,-57.9989,-170.0060, 4432,    798.5,   2.5970,  34.5100,2,  34.5107,2,    179.2,2,    174.9,2,    67.13,2,    34.35,2,     0.00,4,     2.37,2,    0.967,2,    0.470,2,    0.289,2,   2248.4,2,   2328.1,2,   7.5520,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.5466
  096U20160426,  P15S,    19,  1,     21,   2021,2,20160513,1603,-57.9989,-170.0060, 4432,    899.6,   2.5020,  34.5590,2,  34.5588,2,    177.1,2,    173.0,2,    70.93,2,    34.12,2,     0.00,4,     2.35,2,    0.750,2,    0.361,2,     0.17,2,   2251.6,2,   2334.3,2,   7.5569,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.4451
  096U20160426,  P15S,    19,  1,     20,   2020,2,20160513,1603,-57.9989,-170.0060, 4432,    997.1,   2.4370,  34.6040,2,  34.6031,2,    177.3,2,    173.2,2,    74.05,2,    33.61,2,     0.00,4,     2.31,2,    0.542,2,    0.265,2,    0.136,2,   2252.6,2,   2335.1,2,   7.5605,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.3735
  096U20160426,  P15S,    19,  1,     19,   2019,2,20160513,1603,-57.9989,-170.0060, 4432,   1099.2,   2.3830,  34.6340,2,  34.6354,2,    178.4,2,    174.5,2,    76.04,2,    33.15,2,     0.00,4,     2.28,2,    0.425,2,    0.211,2,     0.18,2,   2256.5,2,   2340.5,2,   7.5700,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.3126
  096U20160426,  P15S,    19,  1,     18,   2018,2,20160513,1603,-57.9989,-170.0060, 4432,   1201.2,   2.3100,  34.6630,2,  34.6627,2,    180.3,2,    176.5,2,    77.65,2,    32.68,2,     0.00,4,     2.25,2,    0.370,2,    0.180,2,     0.14,2,   2251.7,2,   2341.4,2,   7.5744,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.2327
  096U20160426,  P15S,    19,  1,     17,   2017,2,20160513,1603,-57.9989,-170.0060, 4432,   1299.4,   2.2590,  34.6830,2,-999.0000,9,    181.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.1748
  096U20160426,  P15S,    19,  1,     16,   2016,2,20160513,1603,-57.9989,-170.0060, 4432,   1400.1,   2.1920,  34.7020,2,  34.7023,2,    184.4,2,    181.3,2,    81.03,2,    31.92,2,     0.00,4,     2.19,2,    0.246,2,    0.122,2,     0.12,2,   2251.7,2,   2345.7,6,   7.5864,6,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.1008
  096U20160426,  P15S,    19,  1,     15,   2015,2,20160513,1603,-57.9989,-170.0060, 4432,   1499.3,   2.1180,  34.7170,2,  34.7168,2,    187.1,2,    184.0,2,    82.88,2,    31.62,2,     0.00,4,     2.17,2,    0.210,2,    0.105,2,    0.071,2,   2253.2,6,   2347.0,6,   7.5926,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.0200
  096U20160426,  P15S,    19,  1,     14,   2014,2,20160513,1603,-57.9989,-170.0060, 4432,   1601.0,   2.0460,  34.7260,2,  34.7262,2,    189.1,2,    186.4,2,    84.96,2,    31.37,2,     0.00,4,     2.15,2,    0.178,2,    0.088,2,        0,2,   2251.9,2,   2349.0,2,   7.5961,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.9410
  096U20160426,  P15S,    19,  1,     13,   2013,2,20160513,1603,-57.9989,-170.0060, 4432,   1800.3,   1.9080,  34.7360,2,  34.7357,2,    192.5,2,    190.0,2,    88.60,2,    31.17,2,     0.00,4,     2.14,2,    0.148,2,    0.072,2,    0.046,2,   2251.7,2,   2351.2,2,   7.6021,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.7889
  096U20160426,  P15S,    19,  1,     12,   2012,2,20160513,1603,-57.9989,-170.0060, 4432,   1999.3,   1.7750,  34.7380,2,  34.7386,2,    195.2,2,    192.8,2,    92.54,2,    31.12,2,     0.00,4,     2.14,2,    0.136,2,    0.067,2,     0.08,2,   2253.2,2,   2354.8,2,   7.6057,2,    25.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.6417
  096U20160426,  P15S,    19,  1,     11,   2011,2,20160513,1603,-57.9989,-170.0060, 4432,   2249.8,   1.5750,  34.7360,2,  34.7359,2,    198.1,2,    196.0,2,    98.42,2,    31.25,2,     0.00,4,     2.15,2,    0.124,2,    0.060,2,    0.026,2,   2255.6,2,   2357.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.4240
  096U20160426,  P15S,    19,  1,     10,   2010,2,20160513,1603,-57.9989,-170.0060, 4432,   2501.7,   1.3900,  34.7310,2,  34.7303,2,    200.6,2,    198.9,2,   103.89,2,    31.45,2,     0.00,4,     2.17,2,    0.130,2,    0.063,2,        0,2,   2257.5,2,   2359.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.2206
  096U20160426,  P15S,    19,  1,      9,   2009,2,20160513,1603,-57.9989,-170.0060, 4432,   2749.3,   1.2400,  34.7250,2,  34.7249,2,    202.4,2,    201.1,2,   108.49,2,    31.62,2,     0.00,4,     2.18,2,    0.142,2,    0.069,2,        0,2,   2258.9,6,   2360.8,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.0517
  096U20160426,  P15S,    19,  1,      8,   2008,2,20160513,1603,-57.9989,-170.0060, 4432,   3002.1,   1.1230,  34.7200,2,  34.7192,2,    204.5,2,    203.1,2,   112.15,2,    31.79,2,     0.00,4,     2.19,2,    0.167,2,    0.080,2,    0.046,2,   2259.8,2,   2362.2,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.9141
  096U20160426,  P15S,    19,  1,      7,   2007,2,20160513,1603,-57.9989,-170.0060, 4432,   3299.4,   0.9950,  34.7140,2,  34.7132,2,    206.8,2,    205.3,2,   116.29,2,    31.98,2,     0.00,4,     2.21,2,    0.184,2,    0.089,2,    0.052,2,   2260.8,2,   2362.3,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.7610
  096U20160426,  P15S,    19,  1,      6,   2006,2,20160513,1603,-57.9989,-170.0060, 4432,   3600.0,   0.9150,  34.7090,2,  34.7091,2,    208.3,2,    207.1,2,   119.72,2,    32.09,2,     0.00,4,     2.22,2,    0.205,2,    0.098,2,        0,2,   2263.6,2,   2363.5,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.6535
  096U20160426,  P15S,    19,  1,      5,   2005,2,20160513,1603,-57.9989,-170.0060, 4432,   3900.1,   0.8760,  34.7060,2,  34.7062,2,    209.5,2,    207.8,2,   122.53,2,    32.21,2,     0.00,4,     2.23,2,    0.218,2,    0.103,2,    0.059,2,   2263.2,2,   2363.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5850
  096U20160426,  P15S,    19,  1,      4,   2004,2,20160513,1603,-57.9989,-170.0060, 4432,   4058.6,   0.8780,  34.7050,2,  34.7059,2,    209.5,2,    207.8,2,   123.61,2,    32.26,2,     0.00,4,     2.23,2,    0.227,6,    0.110,6,    0.069,6,   2264.0,2,   2364.1,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5703
  096U20160426,  P15S,    19,  1,      3,   2003,2,20160513,1603,-57.9989,-170.0060, 4432,   4222.0,   0.8900,  34.7050,2,  34.7056,2,    209.6,2,    207.8,2,   124.14,2,    32.31,2,     0.00,4,     2.23,2,    0.231,2,    0.111,2,    0.052,2,   2263.7,2,   2365.3,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5645
  096U20160426,  P15S,    19,  1,      2,   2002,2,20160513,1603,-57.9989,-170.0060, 4432,   4319.9,   0.8980,  34.7050,2,  34.7048,2,    209.9,2,    208.3,2,   124.22,2,    32.25,2,     0.00,4,     2.23,2,    0.235,2,    0.116,2,    0.092,2,   2263.5,2,   2364.9,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5616
  096U20160426,  P15S,    19,  1,      1,   2001,2,20160513,1603,-57.9989,-170.0060, 4432,   4419.2,   0.9090,  34.7040,2,  34.7042,2,    209.9,2,    208.1,2,   124.05,2,    32.32,2,     0.00,4,     2.23,2,    0.244,2,    0.116,2,     0.06,2,   2263.2,2,   2364.4,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   0.5613
  096U20160426,  P15S,    20,  1,     36,   2036,2,20160513,2312,-57.5065,-170.0058, 5019,     14.2,   3.6400,  33.9110,2,  33.9122,2,    316.8,2,    312.4,2,     8.04,2,    24.44,2,     0.24,2,     1.72,2, -999.000,9, -999.000,9,     -999,9,   2136.9,2,   2269.1,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.6391
  096U20160426,  P15S,    20,  1,     35,   2035,2,20160513,2312,-57.5065,-170.0058, 5019,     35.0,   3.6420,  33.9110,2,  33.9117,2,    316.4,2,    312.5,2,     8.02,2,    24.43,2,     0.24,2,     1.72,2, -999.000,9, -999.000,9,     -999,9,   2136.8,2,   2269.2,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.6397
  096U20160426,  P15S,    20,  1,     34,   2034,2,20160513,2312,-57.5065,-170.0058, 5019,     60.5,   3.6450,  33.9110,2,  33.9135,2,    316.1,2,    312.5,2,     8.00,2,    24.44,2,     0.24,2,     1.72,2, -999.000,9, -999.000,9,     -999,9,   2137.8,2,   2269.0,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.6411
  096U20160426,  P15S,    20,  1,     33,   2033,2,20160513,2312,-57.5065,-170.0058, 5019,     84.6,   3.6330,  33.9110,2,  33.9111,2,    316.0,2,    312.4,2,     8.07,2,    24.49,2,     0.24,2,     1.72,2, -999.000,9, -999.000,9,     -999,9,   2136.4,2,   2271.6,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.6275
  096U20160426,  P15S,    20,  1,     32,   2032,2,20160513,2312,-57.5065,-170.0058, 5019,    112.5,   3.6140,  33.9110,2,  33.9116,2,    316.1,2,    312.8,2,     8.21,2,    24.54,2,     0.24,2,     1.73,2, -999.000,9, -999.000,9,     -999,9,   2138.2,2,   2270.2,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.6067
  096U20160426,  P15S,    20,  1,     31,   2031,2,20160513,2312,-57.5065,-170.0058, 5019,    163.9,   3.5230,  33.9890,2,  33.9925,2,    302.1,2,    298.1,2,    12.37,2,    26.04,2,     0.08,2,     1.80,2, -999.000,9, -999.000,9,     -999,9,   2149.9,2,   2274.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.5124
  096U20160426,  P15S,    20,  1,     30,   2030,2,20160513,2312,-57.5065,-170.0058, 5019,    214.4,   2.8900,  34.0210,2,  34.0189,2,    295.0,2,    292.0,2,    17.31,2,    27.85,2,     0.01,4,     1.91,2, -999.000,9, -999.000,9,     -999,9,   2161.7,2,   2275.2,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.8772
  096U20160426,  P15S,    20,  1,     29,   2029,2,20160513,2312,-57.5065,-170.0058, 5019,    265.4,   2.5580,  34.0240,2,  34.0247,2,    293.5,2,    289.6,2,    20.52,2,    28.57,2,     0.01,4,     1.96,2, -999.000,9, -999.000,9,     -999,9,   2167.8,2,   2278.2,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.5427
  096U20160426,  P15S,    20,  1,     28,   2028,2,20160513,2312,-57.5065,-170.0058, 5019,    314.3,   2.6200,  34.0730,2,  34.0798,2,    277.2,2,    272.0,2,    24.72,2,    29.58,2,     0.01,4,     2.02,2, -999.000,9, -999.000,9,     -999,9,   2178.4,2,   2282.4,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.6016
  096U20160426,  P15S,    20,  1,     27,   2027,2,20160513,2312,-57.5065,-170.0058, 5019,    364.2,   3.2510,  34.2020,2,  34.2064,2,    237.0,2,    232.2,2,    32.07,2,    31.23,2,     0.00,4,     2.13,2, -999.000,9, -999.000,9,     -999,9,   2193.7,2,   2289.0,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   3.2276
  096U20160426,  P15S,    20,  1,     26,   2026,2,20160513,2312,-57.5065,-170.0058, 5019,    435.4,   2.9640,  34.2330,2,  34.2343,2,    229.7,2,    226.0,2,    37.70,2,    32.19,2,     0.00,4,     2.20,2, -999.000,9, -999.000,9,     -999,9,   2204.4,2,   2294.0,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.9367
  096U20160426,  P15S,    20,  1,     25,   2025,2,20160513,2312,-57.5065,-170.0058, 5019,    537.0,   2.9080,  34.3100,2,  34.3100,2,    209.9,2,    206.5,2,    46.12,2,    33.38,2,     0.00,4,     2.29,2, -999.000,9, -999.000,9,     -999,9,   2218.4,2,   2300.9,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.8741
  096U20160426,  P15S,    20,  1,     24,   2024,2,20160513,2312,-57.5065,-170.0058, 5019,    636.2,   2.8580,  34.3930,2,  34.3925,2,    192.1,2,    188.5,2,    54.74,2,    34.19,2,     0.00,4,     2.35,2, -999.000,9, -999.000,9,     -999,9,   2232.3,6,   2311.6,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.8175
  096U20160426,  P15S,    20,  1,     23,   2023,2,20160513,2312,-57.5065,-170.0058, 5019,    734.0,   2.7290,  34.4500,2,  34.4514,2,    184.3,2,    180.4,2,    61.31,2,    34.49,2,     0.00,4,     2.38,2, -999.000,9, -999.000,9,     -999,9,   2240.4,2,   2319.2,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.6823
  096U20160426,  P15S,    20,  1,     22,   2022,2,20160513,2312,-57.5065,-170.0058, 5019,    835.3,   2.6000,  34.5110,2,  34.5091,2,    178.8,2,    175.0,2,    66.82,2,    34.49,2,     0.00,4,     2.38,2, -999.000,9, -999.000,9,     -999,9,   2248.4,2,   2323.0,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.5470
  096U20160426,  P15S,    20,  1,     21,   2021,2,20160513,2312,-57.5065,-170.0058, 5019,    934.2,   2.5230,  34.5570,2,  34.5583,2,    176.8,2,    173.1,2,    70.78,2,    34.17,2,     0.00,4,     2.36,2, -999.000,9, -999.000,9,     -999,9,   2251.3,2,   2325.9,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.4635
  096U20160426,  P15S,    20,  1,     20,   2020,2,20160513,2312,-57.5065,-170.0058, 5019,   1035.6,   2.4530,  34.5970,2,  34.5948,2,    176.4,2,    172.9,2,    73.30,2,    33.82,2,     0.00,4,     2.33,2, -999.000,9, -999.000,9,     -999,9,   2251.9,2,   2331.4,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.3867
  096U20160426,  P15S,    20,  1,     19,   2019,2,20160513,2312,-57.5065,-170.0058, 5019,   1136.9,   2.3860,  34.6330,2,  34.6325,2,    177.4,2,    174.4,2,    75.92,2,    33.32,2,     0.00,4,     2.30,2, -999.000,9, -999.000,9,     -999,9,   2252.6,2,   2337.9,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.3128
  096U20160426,  P15S,    20,  1,     18,   2018,2,20160513,2312,-57.5065,-170.0058, 5019,   1233.7,   2.3360,  34.6570,2,  34.6575,2,    179.3,2,    176.1,2,    77.33,2,    32.91,2,     0.00,4,     2.27,2, -999.000,9, -999.000,9,     -999,9,   2251.7,2,   2339.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.2560
  096U20160426,  P15S,    20,  1,     17,   2017,2,20160513,2312,-57.5065,-170.0058, 5019,   1334.4,   2.2770,  34.6790,2,  34.6792,2,    181.1,2,    178.1,2,    78.94,2,    32.49,2,     0.00,4,     2.24,2, -999.000,9, -999.000,9,     -999,9,   2251.8,2,   2341.8,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.1900
  096U20160426,  P15S,    20,  1,     16,   2016,2,20160513,2312,-57.5065,-170.0058, 5019,   1436.1,   2.2070,  34.6990,2,  34.7007,2,    183.6,2,    180.8,2,    80.76,2,    32.08,2,     0.00,4,     2.21,2, -999.000,9, -999.000,9,     -999,9,   2249.6,2,   2343.1,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.1129
  096U20160426,  P15S,    20,  1,     15,   2015,2,20160513,2312,-57.5065,-170.0058, 5019,   1533.5,   2.1450,  34.7130,2,  34.7124,2,    185.6,2,    183.2,2,    82.42,2,    31.78,2,     0.00,4,     2.19,2, -999.000,9, -999.000,9,     -999,9,   2249.9,2,   2345.0,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2.0441
  096U20160426,  P15S,    20,  1,     14,   2014,2,20160513,2312,-57.5065,-170.0058, 5019,   1663.0,   2.0680,  34.7240,2,  34.7246,2,    187.8,2,    185.6,2,    84.45,2,    31.53,2,     0.00,4,     2.17,2, -999.000,9, -999.000,9,     -999,9,   2251.0,6,   2346.9,6,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.9578
  096U20160426,  P15S,    20,  1,     13,   2013,2,20160513,2312,-57.5065,-170.0058, 5019,   1864.6,   1.9200,  34.7360,2,  34.7362,2,    191.6,2,    189.8,2,    88.55,2,    31.25,2,     0.00,4,     2.15,2, -999.000,9, -999.000,9,     -999,9,   2250.0,2,   2349.7,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.7956
  096U20160426,  P15S,    20,  1,     12,   2012,2,20160513,2312,-57.5065,-170.0058, 5019,   2086.8,   1.7640,  34.7390,2,  34.7391,2,    194.4,2,    193.1,2,    92.85,2,    31.19,2,     0.00,4,     2.15,2, -999.000,9, -999.000,9,     -999,9,   2251.4,2,   2352.9,2,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   1.6236
